epoch,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_magic_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_ic3net_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_tarmac_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_tiecomm_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_commnet_no_mFalse_vFalse_555 - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mFalse_vFalse_555 - episode_return__MAX
425,-798.9,-798.9,-798.9,-856.8,-856.8,-856.8,-773.4,-773.4,-773.4,-596.6,-596.6,-596.6,-869,-869,-869,-572.3,-572.3,-572.3
426,-714.8,-714.8,-714.8,-893.8,-893.8,-893.8,-774.4,-774.4,-774.4,-640.1,-640.1,-640.1,-893.8,-893.8,-893.8,-580.3,-580.3,-580.3
427,-619,-619,-619,-846.7,-846.7,-846.7,-747.6,-747.6,-747.6,-585.3,-585.3,-585.3,-854.3,-854.3,-854.3,-588,-588,-588
428,-645.1,-645.1,-645.1,-790.7,-790.7,-790.7,-777.7,-777.7,-777.7,-683.9,-683.9,-683.9,-830.3,-830.3,-830.3,-499.9,-499.9,-499.9
429,-811.4,-811.4,-811.4,-866.9,-866.9,-866.9,-827.2,-827.2,-827.2,-578,-578,-578,-890,-890,-890,-492.9,-492.9,-492.9
430,-797.3,-797.3,-797.3,-788.3,-788.3,-788.3,-888.3,-888.3,-888.3,-627,-627,-627,-807.3,-807.3,-807.3,-575.1,-575.1,-575.1
431,-781.5,-781.5,-781.5,-951.6,-951.6,-951.6,-847.9,-847.9,-847.9,-740.1,-740.1,-740.1,-767.3,-767.3,-767.3,-624.2,-624.2,-624.2
432,-728.3,-728.3,-728.3,-908.4,-908.4,-908.4,-767.4,-767.4,-767.4,-581.1,-581.1,-581.1,-798.6,-798.6,-798.6,-498.7,-498.7,-498.7
433,-842.2,-842.2,-842.2,-951.5,-951.5,-951.5,-758.1,-758.1,-758.1,-651.7,-651.7,-651.7,-837.3,-837.3,-837.3,-548.1,-548.1,-548.1
434,-620,-620,-620,-893.2,-893.2,-893.2,-725.7,-725.7,-725.7,-575.8,-575.8,-575.8,-897.3,-897.3,-897.3,-555,-555,-555
435,-803.1,-803.1,-803.1,-946.3,-946.3,-946.3,-685.4,-685.4,-685.4,-622.1,-622.1,-622.1,-829.8,-829.8,-829.8,-600.7,-600.7,-600.7
436,-740.2,-740.2,-740.2,-844.8,-844.8,-844.8,-773.3,-773.3,-773.3,-610.2,-610.2,-610.2,-891,-891,-891,-570.7,-570.7,-570.7
437,-680,-680,-680,-956.7,-956.7,-956.7,-746.3,-746.3,-746.3,-611.9,-611.9,-611.9,-838.1,-838.1,-838.1,-562.9,-562.9,-562.9
438,-541.9,-541.9,-541.9,-813,-813,-813,-814.4,-814.4,-814.4,-695.8,-695.8,-695.8,-880.7,-880.7,-880.7,-528.6,-528.6,-528.6
439,-804.1,-804.1,-804.1,-905,-905,-905,-769.1,-769.1,-769.1,-570.7,-570.7,-570.7,-875.2,-875.2,-875.2,-571.7,-571.7,-571.7
440,-803.9,-803.9,-803.9,-910.2,-910.2,-910.2,-779.1,-779.1,-779.1,-697.4,-697.4,-697.4,-889.7,-889.7,-889.7,-545.7,-545.7,-545.7
441,-801.1,-801.1,-801.1,-938.4,-938.4,-938.4,-869.7,-869.7,-869.7,-660.2,-660.2,-660.2,-867.8,-867.8,-867.8,-600.2,-600.2,-600.2
442,-780.3,-780.3,-780.3,-863.8,-863.8,-863.8,-835.8,-835.8,-835.8,-648,-648,-648,-826,-826,-826,-620.2,-620.2,-620.2
443,-648.8,-648.8,-648.8,-812.9,-812.9,-812.9,-814.4,-814.4,-814.4,-600.9,-600.9,-600.9,-722.5,-722.5,-722.5,-547.2,-547.2,-547.2
444,-731.5,-731.5,-731.5,-909.3,-909.3,-909.3,-834.9,-834.9,-834.9,-607.1,-607.1,-607.1,-912.4,-912.4,-912.4,-607.5,-607.5,-607.5
445,-799.6,-799.6,-799.6,-882.5,-882.5,-882.5,-780.4,-780.4,-780.4,-601.2,-601.2,-601.2,-805.2,-805.2,-805.2,-553.1,-553.1,-553.1
446,-757.4,-757.4,-757.4,-844.8,-844.8,-844.8,-695.9,-695.9,-695.9,-603.6,-603.6,-603.6,-851,-851,-851,-581,-581,-581
447,-663.5,-663.5,-663.5,-810.4,-810.4,-810.4,-720.1,-720.1,-720.1,-619.2,-619.2,-619.2,-866,-866,-866,-611.3,-611.3,-611.3
448,-724.1,-724.1,-724.1,-863.4,-863.4,-863.4,-825.8,-825.8,-825.8,-625.9,-625.9,-625.9,-841.2,-841.2,-841.2,-584,-584,-584
449,-568.9,-568.9,-568.9,-802.4,-802.4,-802.4,-837.7,-837.7,-837.7,-630.7,-630.7,-630.7,-830.1,-830.1,-830.1,-543,-543,-543
450,-712.7,-712.7,-712.7,-881.5,-881.5,-881.5,-825.9,-825.9,-825.9,-651.1,-651.1,-651.1,-801.7,-801.7,-801.7,-563.2,-563.2,-563.2
451,-791.1,-791.1,-791.1,-961,-961,-961,-769.6,-769.6,-769.6,-630.4,-630.4,-630.4,-915.8,-915.8,-915.8,-602,-602,-602
452,-748.7,-748.7,-748.7,-845.7,-845.7,-845.7,-840.8,-840.8,-840.8,-700.4,-700.4,-700.4,-854.5,-854.5,-854.5,-580.8,-580.8,-580.8
453,-703.5,-703.5,-703.5,-900.6,-900.6,-900.6,-927,-927,-927,-559.5,-559.5,-559.5,-814.2,-814.2,-814.2,-549.3,-549.3,-549.3
454,-693.5,-693.5,-693.5,-866.3,-866.3,-866.3,-726.9,-726.9,-726.9,-511.9,-511.9,-511.9,-886.8,-886.8,-886.8,-518.3,-518.3,-518.3
455,-707.5,-707.5,-707.5,-898.3,-898.3,-898.3,-768.7,-768.7,-768.7,-552.2,-552.2,-552.2,-843.7,-843.7,-843.7,-513.6,-513.6,-513.6
456,-745.6,-745.6,-745.6,-889.7,-889.7,-889.7,-748.7,-748.7,-748.7,-654.8,-654.8,-654.8,-949.9,-949.9,-949.9,-527.1,-527.1,-527.1
457,-668.9,-668.9,-668.9,-824.3,-824.3,-824.3,-808.6,-808.6,-808.6,-568.9,-568.9,-568.9,-764.7,-764.7,-764.7,-578.6,-578.6,-578.6
458,-640.7,-640.7,-640.7,-837,-837,-837,-747.1,-747.1,-747.1,-642.5,-642.5,-642.5,-837.7,-837.7,-837.7,-549.9,-549.9,-549.9
459,-794.8,-794.8,-794.8,-847.3,-847.3,-847.3,-845.2,-845.2,-845.2,-676.4,-676.4,-676.4,-816.5,-816.5,-816.5,-535.4,-535.4,-535.4
460,-664,-664,-664,-833.2,-833.2,-833.2,-799.1,-799.1,-799.1,-657.8,-657.8,-657.8,-854.3,-854.3,-854.3,-539.4,-539.4,-539.4
461,-610.4,-610.4,-610.4,-817.5,-817.5,-817.5,-861.6,-861.6,-861.6,-684.9,-684.9,-684.9,-881.1,-881.1,-881.1,-521.7,-521.7,-521.7
462,-665.6,-665.6,-665.6,-795.9,-795.9,-795.9,-789.2,-789.2,-789.2,-657.1,-657.1,-657.1,-832.3,-832.3,-832.3,-551.9,-551.9,-551.9
463,-753.5,-753.5,-753.5,-697.6,-697.6,-697.6,-720.2,-720.2,-720.2,-532.6,-532.6,-532.6,-854,-854,-854,-512.4,-512.4,-512.4
464,-728,-728,-728,-816.4,-816.4,-816.4,-816.3,-816.3,-816.3,-536.9,-536.9,-536.9,-876.3,-876.3,-876.3,-547,-547,-547
465,-683.6,-683.6,-683.6,-833.4,-833.4,-833.4,-752.3,-752.3,-752.3,-707,-707,-707,-1063.7,-1063.7,-1063.7,-527.9,-527.9,-527.9
466,-755.4,-755.4,-755.4,-928.8,-928.8,-928.8,-845.9,-845.9,-845.9,-506.9,-506.9,-506.9,-895.8,-895.8,-895.8,-515.7,-515.7,-515.7
467,-742.2,-742.2,-742.2,-955.3,-955.3,-955.3,-786.2,-786.2,-786.2,-534.6,-534.6,-534.6,-841.4,-841.4,-841.4,-534.9,-534.9,-534.9
468,-727.5,-727.5,-727.5,-866.2,-866.2,-866.2,-866.1,-866.1,-866.1,-614.8,-614.8,-614.8,-744.9,-744.9,-744.9,-560.9,-560.9,-560.9
469,-671.8,-671.8,-671.8,-849.4,-849.4,-849.4,-810.9,-810.9,-810.9,-719.4,-719.4,-719.4,-805.8,-805.8,-805.8,-591.6,-591.6,-591.6
470,-717.7,-717.7,-717.7,-867.1,-867.1,-867.1,-860.2,-860.2,-860.2,-659.3,-659.3,-659.3,-779.1,-779.1,-779.1,-564,-564,-564
471,-745.8,-745.8,-745.8,-956.3,-956.3,-956.3,-818.5,-818.5,-818.5,-681.9,-681.9,-681.9,-814.2,-814.2,-814.2,-615.8,-615.8,-615.8
472,-669.3,-669.3,-669.3,-903.7,-903.7,-903.7,-853.9,-853.9,-853.9,-551,-551,-551,-820,-820,-820,-505.8,-505.8,-505.8
473,-698.6,-698.6,-698.6,-983.2,-983.2,-983.2,-742.6,-742.6,-742.6,-590.6,-590.6,-590.6,-905.5,-905.5,-905.5,-587.9,-587.9,-587.9
474,-882.6,-882.6,-882.6,-898.2,-898.2,-898.2,-824.7,-824.7,-824.7,-621,-621,-621,-851.6,-851.6,-851.6,-521.5,-521.5,-521.5
475,-674.1,-674.1,-674.1,-865.7,-865.7,-865.7,-870.1,-870.1,-870.1,-563.5,-563.5,-563.5,-898.6,-898.6,-898.6,-555.9,-555.9,-555.9
476,-803.3,-803.3,-803.3,-904.2,-904.2,-904.2,-769.5,-769.5,-769.5,-623.3,-623.3,-623.3,-906.3,-906.3,-906.3,-531.4,-531.4,-531.4
477,-734.7,-734.7,-734.7,-986.9,-986.9,-986.9,-723,-723,-723,-703.9,-703.9,-703.9,-715,-715,-715,-555.7,-555.7,-555.7
478,-750,-750,-750,-912.3,-912.3,-912.3,-712.5,-712.5,-712.5,-726.2,-726.2,-726.2,-754.9,-754.9,-754.9,-566.1,-566.1,-566.1
479,-750.7,-750.7,-750.7,-893,-893,-893,-758.4,-758.4,-758.4,-571,-571,-571,-773.3,-773.3,-773.3,-616.1,-616.1,-616.1
480,-744.1,-744.1,-744.1,-826.9,-826.9,-826.9,-897.5,-897.5,-897.5,-701.8,-701.8,-701.8,-803.4,-803.4,-803.4,-465.5,-465.5,-465.5
481,-735.7,-735.7,-735.7,-666.8,-666.8,-666.8,-667.9,-667.9,-667.9,-581.6,-581.6,-581.6,-744.1,-744.1,-744.1,-566.7,-566.7,-566.7
482,-770.1,-770.1,-770.1,-846.1,-846.1,-846.1,-685.2,-685.2,-685.2,-579.5,-579.5,-579.5,-871.3,-871.3,-871.3,-584.3,-584.3,-584.3
483,-762.4,-762.4,-762.4,-925,-925,-925,-734,-734,-734,-660.1,-660.1,-660.1,-848.8,-848.8,-848.8,-500.4,-500.4,-500.4
484,-752.8,-752.8,-752.8,-790.8,-790.8,-790.8,-726.5,-726.5,-726.5,-706.8,-706.8,-706.8,-873,-873,-873,-541.7,-541.7,-541.7
485,-630.9,-630.9,-630.9,-778.9,-778.9,-778.9,-720.9,-720.9,-720.9,-588,-588,-588,-845.5,-845.5,-845.5,-542.7,-542.7,-542.7
486,-762.6,-762.6,-762.6,-909.9,-909.9,-909.9,-715.4,-715.4,-715.4,-585.6,-585.6,-585.6,-755.9,-755.9,-755.9,-488.7,-488.7,-488.7
487,-783.1,-783.1,-783.1,-820.4,-820.4,-820.4,-786.1,-786.1,-786.1,-531.9,-531.9,-531.9,-876.4,-876.4,-876.4,-530.8,-530.8,-530.8
488,-699.7,-699.7,-699.7,-906.2,-906.2,-906.2,-874.7,-874.7,-874.7,-570.3,-570.3,-570.3,-832.9,-832.9,-832.9,-491.4,-491.4,-491.4
489,-712.6,-712.6,-712.6,-893.9,-893.9,-893.9,-826.2,-826.2,-826.2,-518.3,-518.3,-518.3,-934.3,-934.3,-934.3,-584.9,-584.9,-584.9
490,-766.6,-766.6,-766.6,-923.2,-923.2,-923.2,-883.4,-883.4,-883.4,-697.1,-697.1,-697.1,-824.8,-824.8,-824.8,-536.6,-536.6,-536.6
491,-781,-781,-781,-925.1,-925.1,-925.1,-771.6,-771.6,-771.6,-695.6,-695.6,-695.6,-896.6,-896.6,-896.6,-571.9,-571.9,-571.9
492,-818.4,-818.4,-818.4,-869.3,-869.3,-869.3,-758.9,-758.9,-758.9,-584.1,-584.1,-584.1,-877.2,-877.2,-877.2,-627.5,-627.5,-627.5
493,-721.8,-721.8,-721.8,-1001.3,-1001.3,-1001.3,-835.1,-835.1,-835.1,-684.9,-684.9,-684.9,-907.6,-907.6,-907.6,-532,-532,-532
494,-754.6,-754.6,-754.6,-793.5,-793.5,-793.5,-732.9,-732.9,-732.9,-592.7,-592.7,-592.7,-923.6,-923.6,-923.6,-513.8,-513.8,-513.8
495,-755.5,-755.5,-755.5,-1016.3,-1016.3,-1016.3,-787.4,-787.4,-787.4,-617.8,-617.8,-617.8,-862.6,-862.6,-862.6,-589.8,-589.8,-589.8
496,-656.5,-656.5,-656.5,-815.9,-815.9,-815.9,-792.7,-792.7,-792.7,-575.5,-575.5,-575.5,-858.6,-858.6,-858.6,-593.5,-593.5,-593.5
497,-696,-696,-696,-791.1,-791.1,-791.1,-841.7,-841.7,-841.7,-641.1,-641.1,-641.1,-906.3,-906.3,-906.3,-599.3,-599.3,-599.3
498,-805.9,-805.9,-805.9,-874.9,-874.9,-874.9,-928.5,-928.5,-928.5,-656.5,-656.5,-656.5,-753.2,-753.2,-753.2,-609.7,-609.7,-609.7
499,-770.3,-770.3,-770.3,-965,-965,-965,-788.3,-788.3,-788.3,-754.1,-754.1,-754.1,-915.4,-915.4,-915.4,-641.7,-641.7,-641.7
500,-697.3,-697.3,-697.3,-833.5,-833.5,-833.5,-753.8,-753.8,-753.8,-596.4,-596.4,-596.4,-757.9,-757.9,-757.9,-528.7,-528.7,-528.7
501,-681.7,-681.7,-681.7,-866,-866,-866,-766.7,-766.7,-766.7,-760.5,-760.5,-760.5,-767.9,-767.9,-767.9,-540.1,-540.1,-540.1
502,-741.2,-741.2,-741.2,-933.1,-933.1,-933.1,-851.4,-851.4,-851.4,-660.6,-660.6,-660.6,-966.6,-966.6,-966.6,-431.6,-431.6,-431.6
503,-791.1,-791.1,-791.1,-870.6,-870.6,-870.6,-732,-732,-732,-671.3,-671.3,-671.3,-757,-757,-757,-565.5,-565.5,-565.5
504,-657.3,-657.3,-657.3,-878.7,-878.7,-878.7,-811.8,-811.8,-811.8,-641.9,-641.9,-641.9,-873.5,-873.5,-873.5,-475.5,-475.5,-475.5
505,-859.1,-859.1,-859.1,-870.8,-870.8,-870.8,-805.7,-805.7,-805.7,-682.6,-682.6,-682.6,-853,-853,-853,-564.6,-564.6,-564.6
506,-714.2,-714.2,-714.2,-931.8,-931.8,-931.8,-652,-652,-652,-653.3,-653.3,-653.3,-866.7,-866.7,-866.7,-540.9,-540.9,-540.9
507,-660.6,-660.6,-660.6,-932.2,-932.2,-932.2,-747.4,-747.4,-747.4,-588,-588,-588,-901.1,-901.1,-901.1,-523.3,-523.3,-523.3
508,-765.8,-765.8,-765.8,-871.6,-871.6,-871.6,-752.6,-752.6,-752.6,-662.1,-662.1,-662.1,-971.5,-971.5,-971.5,-567.5,-567.5,-567.5
509,-679.8,-679.8,-679.8,-900.7,-900.7,-900.7,-711.8,-711.8,-711.8,-542.9,-542.9,-542.9,-822.6,-822.6,-822.6,-567.2,-567.2,-567.2
510,-765,-765,-765,-828.4,-828.4,-828.4,-814.4,-814.4,-814.4,-564.6,-564.6,-564.6,-719.3,-719.3,-719.3,-567.5,-567.5,-567.5
511,-783.4,-783.4,-783.4,-923.6,-923.6,-923.6,-776.6,-776.6,-776.6,-531.4,-531.4,-531.4,-912.4,-912.4,-912.4,-594.5,-594.5,-594.5
512,-820.8,-820.8,-820.8,-857.4,-857.4,-857.4,-842.9,-842.9,-842.9,-613.6,-613.6,-613.6,-773,-773,-773,-569.2,-569.2,-569.2
513,-822.5,-822.5,-822.5,-849.4,-849.4,-849.4,-876.6,-876.6,-876.6,-562.1,-562.1,-562.1,-830.4,-830.4,-830.4,-566.5,-566.5,-566.5
514,-662,-662,-662,-851.3,-851.3,-851.3,-671.9,-671.9,-671.9,-605.9,-605.9,-605.9,-831.1,-831.1,-831.1,-581.3,-581.3,-581.3
515,-608.6,-608.6,-608.6,-927.9,-927.9,-927.9,-878.5,-878.5,-878.5,-554.9,-554.9,-554.9,-883.3,-883.3,-883.3,-495,-495,-495
516,-734.3,-734.3,-734.3,-891,-891,-891,-834.8,-834.8,-834.8,-573.2,-573.2,-573.2,-773.4,-773.4,-773.4,-481,-481,-481
517,-728.8,-728.8,-728.8,-808.5,-808.5,-808.5,-794.4,-794.4,-794.4,-590.1,-590.1,-590.1,-870.3,-870.3,-870.3,-667.4,-667.4,-667.4
518,-667,-667,-667,-811.5,-811.5,-811.5,-641.8,-641.8,-641.8,-557.8,-557.8,-557.8,-875.7,-875.7,-875.7,-527.9,-527.9,-527.9
519,-678.8,-678.8,-678.8,-937.2,-937.2,-937.2,-699,-699,-699,-506.9,-506.9,-506.9,-832.1,-832.1,-832.1,-593.3,-593.3,-593.3
520,-693.9,-693.9,-693.9,-911.7,-911.7,-911.7,-758,-758,-758,-660.4,-660.4,-660.4,-884.8,-884.8,-884.8,-552.2,-552.2,-552.2
521,-774.4,-774.4,-774.4,-900.9,-900.9,-900.9,-816.2,-816.2,-816.2,-560.6,-560.6,-560.6,-808.4,-808.4,-808.4,-569.1,-569.1,-569.1
522,-706.5,-706.5,-706.5,-956.4,-956.4,-956.4,-758.6,-758.6,-758.6,-597.2,-597.2,-597.2,-846.3,-846.3,-846.3,-587.4,-587.4,-587.4
523,-751.9,-751.9,-751.9,-780.6,-780.6,-780.6,-828.2,-828.2,-828.2,-640.3,-640.3,-640.3,-795.2,-795.2,-795.2,-589.5,-589.5,-589.5
524,-661.2,-661.2,-661.2,-887.8,-887.8,-887.8,-777.1,-777.1,-777.1,-609.1,-609.1,-609.1,-870.1,-870.1,-870.1,-581,-581,-581
525,-667.8,-667.8,-667.8,-799.5,-799.5,-799.5,-697.4,-697.4,-697.4,-602.8,-602.8,-602.8,-798.1,-798.1,-798.1,-577.2,-577.2,-577.2
526,-816.4,-816.4,-816.4,-953.5,-953.5,-953.5,-731.3,-731.3,-731.3,-596.5,-596.5,-596.5,-777.1,-777.1,-777.1,-515.8,-515.8,-515.8
527,-778.4,-778.4,-778.4,-854.6,-854.6,-854.6,-849.3,-849.3,-849.3,-568.2,-568.2,-568.2,-784.1,-784.1,-784.1,-561.5,-561.5,-561.5
528,-763.2,-763.2,-763.2,-793.7,-793.7,-793.7,-775.5,-775.5,-775.5,-602.3,-602.3,-602.3,-755.9,-755.9,-755.9,-530.1,-530.1,-530.1
529,-634.2,-634.2,-634.2,-956.7,-956.7,-956.7,-870.1,-870.1,-870.1,-606.7,-606.7,-606.7,-741.8,-741.8,-741.8,-603,-603,-603
530,-749.4,-749.4,-749.4,-819.9,-819.9,-819.9,-830.6,-830.6,-830.6,-577.5,-577.5,-577.5,-870.6,-870.6,-870.6,-450.2,-450.2,-450.2
531,-795,-795,-795,-851.1,-851.1,-851.1,-800.1,-800.1,-800.1,-697.9,-697.9,-697.9,-710.4,-710.4,-710.4,-536.7,-536.7,-536.7
532,-755.2,-755.2,-755.2,-961.9,-961.9,-961.9,-812.4,-812.4,-812.4,-586,-586,-586,-938.2,-938.2,-938.2,-604.7,-604.7,-604.7
533,-762.8,-762.8,-762.8,-1003.4,-1003.4,-1003.4,-787.6,-787.6,-787.6,-498,-498,-498,-731.9,-731.9,-731.9,-533.9,-533.9,-533.9
534,-660.8,-660.8,-660.8,-861.4,-861.4,-861.4,-698.9,-698.9,-698.9,-804.6,-804.6,-804.6,-722.9,-722.9,-722.9,-514.1,-514.1,-514.1
535,-750.3,-750.3,-750.3,-913.8,-913.8,-913.8,-778.5,-778.5,-778.5,-517.9,-517.9,-517.9,-678.9,-678.9,-678.9,-584.1,-584.1,-584.1
536,-735.7,-735.7,-735.7,-911.4,-911.4,-911.4,-659.7,-659.7,-659.7,-575.2,-575.2,-575.2,-786.4,-786.4,-786.4,-590.8,-590.8,-590.8
537,-731.9,-731.9,-731.9,-889.5,-889.5,-889.5,-747.4,-747.4,-747.4,-649.9,-649.9,-649.9,-745.8,-745.8,-745.8,-529.8,-529.8,-529.8
538,-702.6,-702.6,-702.6,-791.3,-791.3,-791.3,-819,-819,-819,-647.4,-647.4,-647.4,-989.1,-989.1,-989.1,-612,-612,-612
539,-784.2,-784.2,-784.2,-926.5,-926.5,-926.5,-863.6,-863.6,-863.6,-682,-682,-682,-808.4,-808.4,-808.4,-543.1,-543.1,-543.1
540,-806.9,-806.9,-806.9,-836.8,-836.8,-836.8,-793.3,-793.3,-793.3,-662.2,-662.2,-662.2,-865.2,-865.2,-865.2,-531.7,-531.7,-531.7
541,-736.5,-736.5,-736.5,-931.8,-931.8,-931.8,-655.1,-655.1,-655.1,-614.7,-614.7,-614.7,-889.8,-889.8,-889.8,-572.1,-572.1,-572.1
542,-856.1,-856.1,-856.1,-917.9,-917.9,-917.9,-671.2,-671.2,-671.2,-565.4,-565.4,-565.4,-879.5,-879.5,-879.5,-455,-455,-455
543,-744.8,-744.8,-744.8,-918.4,-918.4,-918.4,-845.6,-845.6,-845.6,-805.3,-805.3,-805.3,-819,-819,-819,-539.5,-539.5,-539.5
544,-767.7,-767.7,-767.7,-943.7,-943.7,-943.7,-639.6,-639.6,-639.6,-591.2,-591.2,-591.2,-726,-726,-726,-546.6,-546.6,-546.6
545,-751.9,-751.9,-751.9,-858.8,-858.8,-858.8,-746.7,-746.7,-746.7,-581.8,-581.8,-581.8,-748.7,-748.7,-748.7,-523.5,-523.5,-523.5
546,-715,-715,-715,-799.1,-799.1,-799.1,-738.7,-738.7,-738.7,-647.1,-647.1,-647.1,-796.9,-796.9,-796.9,-549.3,-549.3,-549.3
547,-691.5,-691.5,-691.5,-839,-839,-839,-724.6,-724.6,-724.6,-568.4,-568.4,-568.4,-822.4,-822.4,-822.4,-493.4,-493.4,-493.4
548,-785.6,-785.6,-785.6,-908.2,-908.2,-908.2,-676.5,-676.5,-676.5,-513.4,-513.4,-513.4,-852.5,-852.5,-852.5,-553.1,-553.1,-553.1
549,-700.7,-700.7,-700.7,-908.2,-908.2,-908.2,-781.8,-781.8,-781.8,-533.4,-533.4,-533.4,-806.1,-806.1,-806.1,-558.6,-558.6,-558.6
550,-654.8,-654.8,-654.8,-932.2,-932.2,-932.2,-712.3,-712.3,-712.3,-643.9,-643.9,-643.9,-687.6,-687.6,-687.6,-520.6,-520.6,-520.6
551,-739.8,-739.8,-739.8,-911.5,-911.5,-911.5,-735.6,-735.6,-735.6,-592.4,-592.4,-592.4,-836.3,-836.3,-836.3,-496.9,-496.9,-496.9
552,-725.5,-725.5,-725.5,-832.6,-832.6,-832.6,-774.2,-774.2,-774.2,-620.2,-620.2,-620.2,-778.2,-778.2,-778.2,-558.9,-558.9,-558.9
553,-802.8,-802.8,-802.8,-964.9,-964.9,-964.9,-810.1,-810.1,-810.1,-558.5,-558.5,-558.5,-783,-783,-783,-558.8,-558.8,-558.8
554,-746.8,-746.8,-746.8,-806.2,-806.2,-806.2,-701,-701,-701,-667.3,-667.3,-667.3,-800.5,-800.5,-800.5,-545.9,-545.9,-545.9
555,-821.3,-821.3,-821.3,-954.7,-954.7,-954.7,-773.8,-773.8,-773.8,-551.2,-551.2,-551.2,-725.6,-725.6,-725.6,-578.3,-578.3,-578.3
556,-661.6,-661.6,-661.6,-855.4,-855.4,-855.4,-768.6,-768.6,-768.6,-644.7,-644.7,-644.7,-780,-780,-780,-538.4,-538.4,-538.4
557,-777.6,-777.6,-777.6,-922.1,-922.1,-922.1,-770.3,-770.3,-770.3,-600.5,-600.5,-600.5,-779.5,-779.5,-779.5,-499.1,-499.1,-499.1
558,-737.2,-737.2,-737.2,-867,-867,-867,-756.5,-756.5,-756.5,-672.7,-672.7,-672.7,-877.7,-877.7,-877.7,-607.7,-607.7,-607.7
559,-712.9,-712.9,-712.9,-975.7,-975.7,-975.7,-681.3,-681.3,-681.3,-582.8,-582.8,-582.8,-785.1,-785.1,-785.1,-615,-615,-615
560,-702,-702,-702,-848.1,-848.1,-848.1,-735.5,-735.5,-735.5,-530.7,-530.7,-530.7,-938.1,-938.1,-938.1,-605.5,-605.5,-605.5
561,-768.3,-768.3,-768.3,-858.4,-858.4,-858.4,-785.1,-785.1,-785.1,-500.1,-500.1,-500.1,-866.4,-866.4,-866.4,-557,-557,-557
562,-717.2,-717.2,-717.2,-897.7,-897.7,-897.7,-859.4,-859.4,-859.4,-612.8,-612.8,-612.8,-802.5,-802.5,-802.5,-533.3,-533.3,-533.3
563,-794.3,-794.3,-794.3,-781.7,-781.7,-781.7,-717,-717,-717,-592.8,-592.8,-592.8,-745.1,-745.1,-745.1,-587.5,-587.5,-587.5
564,-664.9,-664.9,-664.9,-882.5,-882.5,-882.5,-687.8,-687.8,-687.8,-574.1,-574.1,-574.1,-816.3,-816.3,-816.3,-538.1,-538.1,-538.1
565,-710.3,-710.3,-710.3,-940.7,-940.7,-940.7,-740.5,-740.5,-740.5,-549,-549,-549,-887.2,-887.2,-887.2,-602.2,-602.2,-602.2
566,-812,-812,-812,-941.8,-941.8,-941.8,-697,-697,-697,-635.3,-635.3,-635.3,-812.4,-812.4,-812.4,-533.9,-533.9,-533.9
567,-756.1,-756.1,-756.1,-838.5,-838.5,-838.5,-714.1,-714.1,-714.1,-644.4,-644.4,-644.4,-890,-890,-890,-547.2,-547.2,-547.2
568,-741.7,-741.7,-741.7,-845.8,-845.8,-845.8,-733.8,-733.8,-733.8,-537,-537,-537,-813.3,-813.3,-813.3,-534.3,-534.3,-534.3
569,-583.5,-583.5,-583.5,-891.7,-891.7,-891.7,-637.5,-637.5,-637.5,-606.2,-606.2,-606.2,-855.4,-855.4,-855.4,-563.1,-563.1,-563.1
570,-716.2,-716.2,-716.2,-734.3,-734.3,-734.3,-737.7,-737.7,-737.7,-588.9,-588.9,-588.9,-817.1,-817.1,-817.1,-573.4,-573.4,-573.4
571,-781.4,-781.4,-781.4,-901.3,-901.3,-901.3,-907.1,-907.1,-907.1,-686.7,-686.7,-686.7,-898.2,-898.2,-898.2,-453.4,-453.4,-453.4
572,-821.4,-821.4,-821.4,-876.5,-876.5,-876.5,-676.4,-676.4,-676.4,-541.5,-541.5,-541.5,-920.2,-920.2,-920.2,-518.7,-518.7,-518.7
573,-752.3,-752.3,-752.3,-901.4,-901.4,-901.4,-793.3,-793.3,-793.3,-673.5,-673.5,-673.5,-766.5,-766.5,-766.5,-510.6,-510.6,-510.6
