epoch,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_tarmac_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_commnet_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_ic3net_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return__MIN,mpe-large-spread-v3_magic_no_mFalse_vTrue_ming - episode_return__MAX
431,-690.9,-690.9,-690.9,-690.1,-690.1,-690.1,-498.7,-498.7,-498.7,-669.7,-669.7,-669.7,-415,-415,-415,-789.4,-789.4,-789.4
432,-703.5,-703.5,-703.5,-615.1,-615.1,-615.1,-501.4,-501.4,-501.4,-672.8,-672.8,-672.8,-471.6,-471.6,-471.6,-669.9,-669.9,-669.9
433,-620.1,-620.1,-620.1,-701.1,-701.1,-701.1,-551.2,-551.2,-551.2,-721.6,-721.6,-721.6,-458.7,-458.7,-458.7,-667,-667,-667
434,-667.6,-667.6,-667.6,-579.6,-579.6,-579.6,-593.8,-593.8,-593.8,-657.8,-657.8,-657.8,-481.3,-481.3,-481.3,-726.8,-726.8,-726.8
435,-690,-690,-690,-657.5,-657.5,-657.5,-460.8,-460.8,-460.8,-705.7,-705.7,-705.7,-496.8,-496.8,-496.8,-739.1,-739.1,-739.1
436,-660.7,-660.7,-660.7,-726.4,-726.4,-726.4,-483.8,-483.8,-483.8,-799.5,-799.5,-799.5,-461,-461,-461,-688.1,-688.1,-688.1
437,-728.7,-728.7,-728.7,-748.9,-748.9,-748.9,-476.6,-476.6,-476.6,-612.1,-612.1,-612.1,-427.4,-427.4,-427.4,-691.8,-691.8,-691.8
438,-727.2,-727.2,-727.2,-649.4,-649.4,-649.4,-441.4,-441.4,-441.4,-728.3,-728.3,-728.3,-391.7,-391.7,-391.7,-666.7,-666.7,-666.7
439,-783,-783,-783,-744.6,-744.6,-744.6,-500.6,-500.6,-500.6,-743.8,-743.8,-743.8,-454.5,-454.5,-454.5,-709.6,-709.6,-709.6
440,-710.8,-710.8,-710.8,-688.1,-688.1,-688.1,-564.7,-564.7,-564.7,-779.8,-779.8,-779.8,-402.7,-402.7,-402.7,-668.9,-668.9,-668.9
441,-608.2,-608.2,-608.2,-719,-719,-719,-489.8,-489.8,-489.8,-755,-755,-755,-483.7,-483.7,-483.7,-664.6,-664.6,-664.6
442,-659.1,-659.1,-659.1,-677,-677,-677,-463.3,-463.3,-463.3,-727.3,-727.3,-727.3,-374.7,-374.7,-374.7,-728.2,-728.2,-728.2
443,-678.2,-678.2,-678.2,-675.8,-675.8,-675.8,-509,-509,-509,-703.7,-703.7,-703.7,-424.6,-424.6,-424.6,-715.7,-715.7,-715.7
444,-658,-658,-658,-549.3,-549.3,-549.3,-519.6,-519.6,-519.6,-716.4,-716.4,-716.4,-445.7,-445.7,-445.7,-871.2,-871.2,-871.2
445,-662.5,-662.5,-662.5,-776.7,-776.7,-776.7,-436.3,-436.3,-436.3,-684.8,-684.8,-684.8,-387.7,-387.7,-387.7,-826.5,-826.5,-826.5
446,-686.3,-686.3,-686.3,-648.3,-648.3,-648.3,-472.9,-472.9,-472.9,-680.4,-680.4,-680.4,-427.7,-427.7,-427.7,-755.1,-755.1,-755.1
447,-722.9,-722.9,-722.9,-801.7,-801.7,-801.7,-524,-524,-524,-636.8,-636.8,-636.8,-448.9,-448.9,-448.9,-717.5,-717.5,-717.5
448,-649.9,-649.9,-649.9,-626.5,-626.5,-626.5,-609.8,-609.8,-609.8,-698.2,-698.2,-698.2,-424.1,-424.1,-424.1,-651.7,-651.7,-651.7
449,-647.6,-647.6,-647.6,-683.3,-683.3,-683.3,-540,-540,-540,-719.3,-719.3,-719.3,-405.4,-405.4,-405.4,-690.1,-690.1,-690.1
450,-662.9,-662.9,-662.9,-761,-761,-761,-482.5,-482.5,-482.5,-711.7,-711.7,-711.7,-425.1,-425.1,-425.1,-817.4,-817.4,-817.4
451,-605,-605,-605,-691.2,-691.2,-691.2,-444.5,-444.5,-444.5,-697.5,-697.5,-697.5,-431.1,-431.1,-431.1,-709,-709,-709
452,-715.5,-715.5,-715.5,-750.8,-750.8,-750.8,-515.9,-515.9,-515.9,-704.4,-704.4,-704.4,-450.7,-450.7,-450.7,-663.3,-663.3,-663.3
453,-689.1,-689.1,-689.1,-712.6,-712.6,-712.6,-445.9,-445.9,-445.9,-737.5,-737.5,-737.5,-435.8,-435.8,-435.8,-669.2,-669.2,-669.2
454,-709.4,-709.4,-709.4,-679.3,-679.3,-679.3,-570.3,-570.3,-570.3,-666,-666,-666,-448.9,-448.9,-448.9,-791.1,-791.1,-791.1
455,-657.7,-657.7,-657.7,-600.5,-600.5,-600.5,-552,-552,-552,-676.5,-676.5,-676.5,-462.4,-462.4,-462.4,-688,-688,-688
456,-714.3,-714.3,-714.3,-729,-729,-729,-554.4,-554.4,-554.4,-647.7,-647.7,-647.7,-485.1,-485.1,-485.1,-649,-649,-649
457,-696.9,-696.9,-696.9,-654.4,-654.4,-654.4,-580.5,-580.5,-580.5,-759.9,-759.9,-759.9,-441.2,-441.2,-441.2,-717.8,-717.8,-717.8
458,-704.7,-704.7,-704.7,-778.6,-778.6,-778.6,-532.8,-532.8,-532.8,-699.1,-699.1,-699.1,-414.8,-414.8,-414.8,-780.4,-780.4,-780.4
459,-785.4,-785.4,-785.4,-725.2,-725.2,-725.2,-483.2,-483.2,-483.2,-676.8,-676.8,-676.8,-411.8,-411.8,-411.8,-713.8,-713.8,-713.8
460,-631.8,-631.8,-631.8,-690.7,-690.7,-690.7,-421.3,-421.3,-421.3,-688.9,-688.9,-688.9,-429.1,-429.1,-429.1,-827.4,-827.4,-827.4
461,-721,-721,-721,-725.1,-725.1,-725.1,-449.7,-449.7,-449.7,-733.8,-733.8,-733.8,-499.4,-499.4,-499.4,-787.9,-787.9,-787.9
462,-667.5,-667.5,-667.5,-736.9,-736.9,-736.9,-498.3,-498.3,-498.3,-641.4,-641.4,-641.4,-423.6,-423.6,-423.6,-694.6,-694.6,-694.6
463,-688.3,-688.3,-688.3,-669.4,-669.4,-669.4,-408.2,-408.2,-408.2,-705.4,-705.4,-705.4,-525.8,-525.8,-525.8,-665.5,-665.5,-665.5
464,-745.4,-745.4,-745.4,-731,-731,-731,-495.9,-495.9,-495.9,-705.1,-705.1,-705.1,-475,-475,-475,-721,-721,-721
465,-713.5,-713.5,-713.5,-710.4,-710.4,-710.4,-486.9,-486.9,-486.9,-829.8,-829.8,-829.8,-435.9,-435.9,-435.9,-674.1,-674.1,-674.1
466,-672.5,-672.5,-672.5,-665.1,-665.1,-665.1,-471.9,-471.9,-471.9,-664.5,-664.5,-664.5,-431.2,-431.2,-431.2,-725.6,-725.6,-725.6
467,-716.4,-716.4,-716.4,-694.6,-694.6,-694.6,-537.7,-537.7,-537.7,-682.2,-682.2,-682.2,-437.7,-437.7,-437.7,-805.7,-805.7,-805.7
468,-684.8,-684.8,-684.8,-573.5,-573.5,-573.5,-529.2,-529.2,-529.2,-710.1,-710.1,-710.1,-429.1,-429.1,-429.1,-688.9,-688.9,-688.9
469,-682.6,-682.6,-682.6,-720.3,-720.3,-720.3,-539.7,-539.7,-539.7,-815.9,-815.9,-815.9,-489.7,-489.7,-489.7,-729.2,-729.2,-729.2
470,-694.3,-694.3,-694.3,-792.4,-792.4,-792.4,-529.7,-529.7,-529.7,-721.4,-721.4,-721.4,-465.9,-465.9,-465.9,-693.6,-693.6,-693.6
471,-687.1,-687.1,-687.1,-606.4,-606.4,-606.4,-553.9,-553.9,-553.9,-673.3,-673.3,-673.3,-402.6,-402.6,-402.6,-690.3,-690.3,-690.3
472,-677.3,-677.3,-677.3,-634.2,-634.2,-634.2,-521.5,-521.5,-521.5,-777.2,-777.2,-777.2,-491,-491,-491,-702.7,-702.7,-702.7
473,-657.2,-657.2,-657.2,-649.7,-649.7,-649.7,-494.8,-494.8,-494.8,-681.3,-681.3,-681.3,-411.8,-411.8,-411.8,-724,-724,-724
474,-641.6,-641.6,-641.6,-816.4,-816.4,-816.4,-445.5,-445.5,-445.5,-701.1,-701.1,-701.1,-474.5,-474.5,-474.5,-699.2,-699.2,-699.2
475,-672.8,-672.8,-672.8,-670.6,-670.6,-670.6,-514.5,-514.5,-514.5,-731.4,-731.4,-731.4,-484.4,-484.4,-484.4,-749.1,-749.1,-749.1
476,-620.9,-620.9,-620.9,-711.2,-711.2,-711.2,-489.5,-489.5,-489.5,-725.7,-725.7,-725.7,-441.2,-441.2,-441.2,-661.1,-661.1,-661.1
477,-674,-674,-674,-716.3,-716.3,-716.3,-468.4,-468.4,-468.4,-694.2,-694.2,-694.2,-447.6,-447.6,-447.6,-679.9,-679.9,-679.9
478,-690,-690,-690,-663.5,-663.5,-663.5,-509,-509,-509,-660.1,-660.1,-660.1,-459.7,-459.7,-459.7,-694.8,-694.8,-694.8
479,-704.3,-704.3,-704.3,-765,-765,-765,-484.1,-484.1,-484.1,-671.2,-671.2,-671.2,-405.5,-405.5,-405.5,-737.6,-737.6,-737.6
480,-649.8,-649.8,-649.8,-695.7,-695.7,-695.7,-484.4,-484.4,-484.4,-686.1,-686.1,-686.1,-443.5,-443.5,-443.5,-672.6,-672.6,-672.6
481,-723.7,-723.7,-723.7,-660.8,-660.8,-660.8,-522.2,-522.2,-522.2,-751.4,-751.4,-751.4,-504.3,-504.3,-504.3,-668.4,-668.4,-668.4
482,-702.5,-702.5,-702.5,-728.7,-728.7,-728.7,-490.3,-490.3,-490.3,-734.2,-734.2,-734.2,-467.5,-467.5,-467.5,-672.6,-672.6,-672.6
483,-740.3,-740.3,-740.3,-721.3,-721.3,-721.3,-520.1,-520.1,-520.1,-662.8,-662.8,-662.8,-408.7,-408.7,-408.7,-712.5,-712.5,-712.5
484,-744.2,-744.2,-744.2,-620.2,-620.2,-620.2,-452.6,-452.6,-452.6,-757.2,-757.2,-757.2,-467.7,-467.7,-467.7,-705,-705,-705
485,-625.2,-625.2,-625.2,-602.6,-602.6,-602.6,-466.2,-466.2,-466.2,-630.3,-630.3,-630.3,-507.8,-507.8,-507.8,-743.5,-743.5,-743.5
486,-681,-681,-681,-642.5,-642.5,-642.5,-563.9,-563.9,-563.9,-737.2,-737.2,-737.2,-451.4,-451.4,-451.4,-698,-698,-698
487,-598.5,-598.5,-598.5,-686.5,-686.5,-686.5,-464.2,-464.2,-464.2,-692.8,-692.8,-692.8,-480.9,-480.9,-480.9,-616,-616,-616
488,-747.4,-747.4,-747.4,-674.1,-674.1,-674.1,-481.6,-481.6,-481.6,-709.1,-709.1,-709.1,-507,-507,-507,-785.8,-785.8,-785.8
489,-716.7,-716.7,-716.7,-670.1,-670.1,-670.1,-441.9,-441.9,-441.9,-741.3,-741.3,-741.3,-459,-459,-459,-667.2,-667.2,-667.2
490,-677.6,-677.6,-677.6,-648.2,-648.2,-648.2,-490.4,-490.4,-490.4,-673.1,-673.1,-673.1,-450.2,-450.2,-450.2,-732.2,-732.2,-732.2
491,-656.9,-656.9,-656.9,-731.9,-731.9,-731.9,-533.4,-533.4,-533.4,-705.9,-705.9,-705.9,-383.3,-383.3,-383.3,-578.4,-578.4,-578.4
492,-662.7,-662.7,-662.7,-669.3,-669.3,-669.3,-489.9,-489.9,-489.9,-572.9,-572.9,-572.9,-475.8,-475.8,-475.8,-743.7,-743.7,-743.7
493,-670.6,-670.6,-670.6,-657.3,-657.3,-657.3,-539.6,-539.6,-539.6,-604.3,-604.3,-604.3,-451.3,-451.3,-451.3,-617,-617,-617
494,-645.7,-645.7,-645.7,-685.1,-685.1,-685.1,-443,-443,-443,-651.7,-651.7,-651.7,-468.6,-468.6,-468.6,-699.3,-699.3,-699.3
495,-669.9,-669.9,-669.9,-760.1,-760.1,-760.1,-392,-392,-392,-680.2,-680.2,-680.2,-434.1,-434.1,-434.1,-702.6,-702.6,-702.6
496,-663,-663,-663,-666,-666,-666,-486.1,-486.1,-486.1,-725.5,-725.5,-725.5,-436.3,-436.3,-436.3,-727,-727,-727
497,-672.7,-672.7,-672.7,-699.1,-699.1,-699.1,-492.3,-492.3,-492.3,-659.5,-659.5,-659.5,-444.1,-444.1,-444.1,-727.6,-727.6,-727.6
498,-736.3,-736.3,-736.3,-706.8,-706.8,-706.8,-503.7,-503.7,-503.7,-645.4,-645.4,-645.4,-409.5,-409.5,-409.5,-753.4,-753.4,-753.4
499,-691.8,-691.8,-691.8,-617,-617,-617,-438.8,-438.8,-438.8,-622.7,-622.7,-622.7,-456.7,-456.7,-456.7,-713.7,-713.7,-713.7
500,-586.1,-586.1,-586.1,-737.3,-737.3,-737.3,-493.5,-493.5,-493.5,-654.5,-654.5,-654.5,-436,-436,-436,-683.3,-683.3,-683.3
501,-749.7,-749.7,-749.7,-655,-655,-655,-508.3,-508.3,-508.3,-660.4,-660.4,-660.4,-438.1,-438.1,-438.1,-670.8,-670.8,-670.8
502,-664.5,-664.5,-664.5,-643.1,-643.1,-643.1,-524.7,-524.7,-524.7,-620,-620,-620,-399.1,-399.1,-399.1,-706.4,-706.4,-706.4
503,-812.8,-812.8,-812.8,-773.7,-773.7,-773.7,-449.5,-449.5,-449.5,-624.4,-624.4,-624.4,-412.4,-412.4,-412.4,-671.7,-671.7,-671.7
504,-771,-771,-771,-599,-599,-599,-426.1,-426.1,-426.1,-679.9,-679.9,-679.9,-437,-437,-437,-692.3,-692.3,-692.3
505,-742.9,-742.9,-742.9,-756.3,-756.3,-756.3,-557.7,-557.7,-557.7,-653.6,-653.6,-653.6,-481.6,-481.6,-481.6,-745.9,-745.9,-745.9
506,-686.1,-686.1,-686.1,-664.6,-664.6,-664.6,-473.9,-473.9,-473.9,-755.9,-755.9,-755.9,-451.8,-451.8,-451.8,-653.3,-653.3,-653.3
507,-710.9,-710.9,-710.9,-616.5,-616.5,-616.5,-504.6,-504.6,-504.6,-741.4,-741.4,-741.4,-424.9,-424.9,-424.9,-684.2,-684.2,-684.2
508,-701.1,-701.1,-701.1,-638.4,-638.4,-638.4,-509,-509,-509,-661.3,-661.3,-661.3,-455.7,-455.7,-455.7,-667.2,-667.2,-667.2
509,-702.5,-702.5,-702.5,-655.1,-655.1,-655.1,-480,-480,-480,-671.1,-671.1,-671.1,-485.7,-485.7,-485.7,-690,-690,-690
510,-707.2,-707.2,-707.2,-750.9,-750.9,-750.9,-514.5,-514.5,-514.5,-754,-754,-754,-446,-446,-446,-722.5,-722.5,-722.5
511,-642.3,-642.3,-642.3,-772.7,-772.7,-772.7,-461.7,-461.7,-461.7,-613.7,-613.7,-613.7,-405.5,-405.5,-405.5,-712.7,-712.7,-712.7
512,-721.1,-721.1,-721.1,-632.7,-632.7,-632.7,-543.5,-543.5,-543.5,-695.6,-695.6,-695.6,-422.9,-422.9,-422.9,-688.6,-688.6,-688.6
513,-648.9,-648.9,-648.9,-626.6,-626.6,-626.6,-482.4,-482.4,-482.4,-777.7,-777.7,-777.7,-444.2,-444.2,-444.2,-655,-655,-655
514,-621.1,-621.1,-621.1,-572.3,-572.3,-572.3,-502.8,-502.8,-502.8,-728.9,-728.9,-728.9,-405.7,-405.7,-405.7,-615,-615,-615
515,-781.5,-781.5,-781.5,-706,-706,-706,-500.8,-500.8,-500.8,-671.9,-671.9,-671.9,-445.2,-445.2,-445.2,-657.3,-657.3,-657.3
516,-770,-770,-770,-608.3,-608.3,-608.3,-550.4,-550.4,-550.4,-634.2,-634.2,-634.2,-381.4,-381.4,-381.4,-776.5,-776.5,-776.5
517,-645,-645,-645,-566,-566,-566,-457.1,-457.1,-457.1,-709.8,-709.8,-709.8,-453.3,-453.3,-453.3,-700,-700,-700
518,-737.9,-737.9,-737.9,-685.8,-685.8,-685.8,-473.7,-473.7,-473.7,-685.4,-685.4,-685.4,-428.6,-428.6,-428.6,-663.1,-663.1,-663.1
519,-722.3,-722.3,-722.3,-760.2,-760.2,-760.2,-504.6,-504.6,-504.6,-655.9,-655.9,-655.9,-453.2,-453.2,-453.2,-649,-649,-649
520,-702.3,-702.3,-702.3,-608.3,-608.3,-608.3,-444.2,-444.2,-444.2,-707.2,-707.2,-707.2,-407,-407,-407,-728.2,-728.2,-728.2
521,-718.4,-718.4,-718.4,-662.1,-662.1,-662.1,-527,-527,-527,-659.1,-659.1,-659.1,-435.7,-435.7,-435.7,-668,-668,-668
522,-658.6,-658.6,-658.6,-611.9,-611.9,-611.9,-508.8,-508.8,-508.8,-698,-698,-698,-414.3,-414.3,-414.3,-644.4,-644.4,-644.4
523,-666,-666,-666,-577.6,-577.6,-577.6,-478.3,-478.3,-478.3,-707.7,-707.7,-707.7,-407.9,-407.9,-407.9,-671.5,-671.5,-671.5
524,-724.1,-724.1,-724.1,-569.4,-569.4,-569.4,-387.9,-387.9,-387.9,-689.5,-689.5,-689.5,-339.1,-339.1,-339.1,-624.3,-624.3,-624.3
525,-643.9,-643.9,-643.9,-682.6,-682.6,-682.6,-566.4,-566.4,-566.4,-680.4,-680.4,-680.4,-399.4,-399.4,-399.4,-683.6,-683.6,-683.6
526,-703,-703,-703,-641,-641,-641,-479.8,-479.8,-479.8,-644,-644,-644,-437.2,-437.2,-437.2,-668.9,-668.9,-668.9
527,-650.3,-650.3,-650.3,-654.1,-654.1,-654.1,-468.7,-468.7,-468.7,-647.9,-647.9,-647.9,-412.4,-412.4,-412.4,-758,-758,-758
528,-677.2,-677.2,-677.2,-668.2,-668.2,-668.2,-565.5,-565.5,-565.5,-735.7,-735.7,-735.7,-410.9,-410.9,-410.9,-666.1,-666.1,-666.1
529,-688.9,-688.9,-688.9,-597.9,-597.9,-597.9,-446,-446,-446,-728.9,-728.9,-728.9,-523.8,-523.8,-523.8,-633.1,-633.1,-633.1
530,-621,-621,-621,-622.5,-622.5,-622.5,-469,-469,-469,-647.5,-647.5,-647.5,-454.6,-454.6,-454.6,-719.9,-719.9,-719.9
531,-621.9,-621.9,-621.9,-652,-652,-652,-452.4,-452.4,-452.4,-629.9,-629.9,-629.9,-381.2,-381.2,-381.2,-724.1,-724.1,-724.1
532,-624.5,-624.5,-624.5,-665.1,-665.1,-665.1,-539.3,-539.3,-539.3,-732.8,-732.8,-732.8,-421.8,-421.8,-421.8,-732.1,-732.1,-732.1
533,-774.7,-774.7,-774.7,-658.7,-658.7,-658.7,-411.1,-411.1,-411.1,-701.3,-701.3,-701.3,-429.3,-429.3,-429.3,-683.2,-683.2,-683.2
534,-672.2,-672.2,-672.2,-537.5,-537.5,-537.5,-500,-500,-500,-723.5,-723.5,-723.5,-389.9,-389.9,-389.9,-715.9,-715.9,-715.9
535,-705.1,-705.1,-705.1,-653,-653,-653,-463.9,-463.9,-463.9,-728,-728,-728,-410.8,-410.8,-410.8,-628.7,-628.7,-628.7
536,-641.9,-641.9,-641.9,-702.9,-702.9,-702.9,-473.7,-473.7,-473.7,-709.3,-709.3,-709.3,-425.8,-425.8,-425.8,-705.5,-705.5,-705.5
537,-565.7,-565.7,-565.7,-701.6,-701.6,-701.6,-497.6,-497.6,-497.6,-634.7,-634.7,-634.7,-416.6,-416.6,-416.6,-675.3,-675.3,-675.3
538,-635.5,-635.5,-635.5,-694.9,-694.9,-694.9,-459.9,-459.9,-459.9,-635.8,-635.8,-635.8,-486.7,-486.7,-486.7,-738.5,-738.5,-738.5
539,-692.3,-692.3,-692.3,-676.3,-676.3,-676.3,-454.7,-454.7,-454.7,-715.1,-715.1,-715.1,-438.7,-438.7,-438.7,-680.2,-680.2,-680.2
540,-631.6,-631.6,-631.6,-679.3,-679.3,-679.3,-516.4,-516.4,-516.4,-662.9,-662.9,-662.9,-477.5,-477.5,-477.5,-658.6,-658.6,-658.6
541,-835.3,-835.3,-835.3,-707.4,-707.4,-707.4,-551.8,-551.8,-551.8,-689.7,-689.7,-689.7,-446.2,-446.2,-446.2,-725.8,-725.8,-725.8
542,-757,-757,-757,-680.2,-680.2,-680.2,-476,-476,-476,-656.5,-656.5,-656.5,-415.5,-415.5,-415.5,-733.9,-733.9,-733.9
543,-760.9,-760.9,-760.9,-649.7,-649.7,-649.7,-528.3,-528.3,-528.3,-636.5,-636.5,-636.5,-457.9,-457.9,-457.9,-647.7,-647.7,-647.7
544,-736.6,-736.6,-736.6,-554.7,-554.7,-554.7,-479,-479,-479,-683.6,-683.6,-683.6,-446.1,-446.1,-446.1,-707.8,-707.8,-707.8
545,-659.7,-659.7,-659.7,-692.4,-692.4,-692.4,-428,-428,-428,-788,-788,-788,-373.6,-373.6,-373.6,-700,-700,-700
546,-620.4,-620.4,-620.4,-653.4,-653.4,-653.4,-541.1,-541.1,-541.1,-687.1,-687.1,-687.1,-442.7,-442.7,-442.7,-670,-670,-670
547,-719.8,-719.8,-719.8,-704,-704,-704,-437.4,-437.4,-437.4,-751,-751,-751,-440.1,-440.1,-440.1,-665,-665,-665
548,-686.6,-686.6,-686.6,-610,-610,-610,-528.2,-528.2,-528.2,-749.1,-749.1,-749.1,-393.2,-393.2,-393.2,-640,-640,-640
549,-644,-644,-644,-641,-641,-641,-473.8,-473.8,-473.8,-657.7,-657.7,-657.7,-382.2,-382.2,-382.2,-635,-635,-635
550,-750.9,-750.9,-750.9,-703,-703,-703,-490.5,-490.5,-490.5,-652.5,-652.5,-652.5,-432.8,-432.8,-432.8,-605.4,-605.4,-605.4
551,-647.4,-647.4,-647.4,-684.4,-684.4,-684.4,-512.9,-512.9,-512.9,-665.8,-665.8,-665.8,-360.3,-360.3,-360.3,-635.3,-635.3,-635.3
552,-803.5,-803.5,-803.5,-514.9,-514.9,-514.9,-519.4,-519.4,-519.4,-712.5,-712.5,-712.5,-457.7,-457.7,-457.7,-780,-780,-780
553,-677.4,-677.4,-677.4,-634.6,-634.6,-634.6,-546.5,-546.5,-546.5,-751.6,-751.6,-751.6,-416.2,-416.2,-416.2,-714.7,-714.7,-714.7
554,-721.6,-721.6,-721.6,-613.9,-613.9,-613.9,-533.6,-533.6,-533.6,-762.8,-762.8,-762.8,-398.1,-398.1,-398.1,-677.7,-677.7,-677.7
555,-663.5,-663.5,-663.5,-640.6,-640.6,-640.6,-411.4,-411.4,-411.4,-665.2,-665.2,-665.2,-435.4,-435.4,-435.4,-643.1,-643.1,-643.1
556,-694.8,-694.8,-694.8,-618.4,-618.4,-618.4,-485.5,-485.5,-485.5,-714.5,-714.5,-714.5,-440.8,-440.8,-440.8,-725,-725,-725
557,-715.8,-715.8,-715.8,-682.7,-682.7,-682.7,-472.5,-472.5,-472.5,-715.8,-715.8,-715.8,-490.1,-490.1,-490.1,-655.8,-655.8,-655.8
558,-658.9,-658.9,-658.9,-721.5,-721.5,-721.5,-393.8,-393.8,-393.8,-626.3,-626.3,-626.3,-420,-420,-420,-674.9,-674.9,-674.9
559,-731.7,-731.7,-731.7,-656.5,-656.5,-656.5,-551.3,-551.3,-551.3,-704.9,-704.9,-704.9,-459.1,-459.1,-459.1,-734,-734,-734
560,-698.7,-698.7,-698.7,-709.7,-709.7,-709.7,-503.5,-503.5,-503.5,-664.1,-664.1,-664.1,-472.2,-472.2,-472.2,-639.2,-639.2,-639.2
561,-691.7,-691.7,-691.7,-759.4,-759.4,-759.4,-470.2,-470.2,-470.2,-778.4,-778.4,-778.4,-409.6,-409.6,-409.6,-672.2,-672.2,-672.2
562,-716,-716,-716,-607,-607,-607,-434.7,-434.7,-434.7,-658.7,-658.7,-658.7,-492.8,-492.8,-492.8,-741.3,-741.3,-741.3
563,-830.9,-830.9,-830.9,-624,-624,-624,-388.7,-388.7,-388.7,-733.3,-733.3,-733.3,-448.7,-448.7,-448.7,-652.1,-652.1,-652.1
564,-714.6,-714.6,-714.6,-587.6,-587.6,-587.6,-521.1,-521.1,-521.1,-706.1,-706.1,-706.1,-431.1,-431.1,-431.1,-710.2,-710.2,-710.2
565,-649.6,-649.6,-649.6,-644.2,-644.2,-644.2,-456.8,-456.8,-456.8,-741.9,-741.9,-741.9,-466.5,-466.5,-466.5,-706.9,-706.9,-706.9
566,-672.5,-672.5,-672.5,-647.5,-647.5,-647.5,-462.1,-462.1,-462.1,-704.9,-704.9,-704.9,-433.9,-433.9,-433.9,-748.3,-748.3,-748.3
567,-683,-683,-683,-677.4,-677.4,-677.4,-499.5,-499.5,-499.5,-675,-675,-675,-458.4,-458.4,-458.4,-671.5,-671.5,-671.5
568,-626.4,-626.4,-626.4,-570.3,-570.3,-570.3,-448.5,-448.5,-448.5,-760.1,-760.1,-760.1,-439.8,-439.8,-439.8,-719.8,-719.8,-719.8
569,-725.8,-725.8,-725.8,-704.4,-704.4,-704.4,-489.5,-489.5,-489.5,-686.8,-686.8,-686.8,-422.3,-422.3,-422.3,-730.1,-730.1,-730.1
570,-737.1,-737.1,-737.1,-762,-762,-762,-494,-494,-494,-730.9,-730.9,-730.9,-404.2,-404.2,-404.2,-616.8,-616.8,-616.8
571,-732.7,-732.7,-732.7,-763,-763,-763,-447.9,-447.9,-447.9,-614.3,-614.3,-614.3,-488.6,-488.6,-488.6,-675,-675,-675
572,-702.2,-702.2,-702.2,-732,-732,-732,-493,-493,-493,-762.6,-762.6,-762.6,-472.2,-472.2,-472.2,-611.7,-611.7,-611.7
573,-627.1,-627.1,-627.1,-685.5,-685.5,-685.5,-594.9,-594.9,-594.9,-725.4,-725.4,-725.4,-440.8,-440.8,-440.8,-669.9,-669.9,-669.9
574,-765.2,-765.2,-765.2,-651.2,-651.2,-651.2,-454.1,-454.1,-454.1,-725.2,-725.2,-725.2,-442.4,-442.4,-442.4,-680,-680,-680
575,-563.6,-563.6,-563.6,-576.1,-576.1,-576.1,-506.5,-506.5,-506.5,-741.3,-741.3,-741.3,-433.7,-433.7,-433.7,-721.7,-721.7,-721.7
576,-644.9,-644.9,-644.9,-639.3,-639.3,-639.3,-526.4,-526.4,-526.4,-605,-605,-605,-511.8,-511.8,-511.8,-716.8,-716.8,-716.8
577,-685.2,-685.2,-685.2,-649.3,-649.3,-649.3,-530.6,-530.6,-530.6,-644.4,-644.4,-644.4,-370.7,-370.7,-370.7,-784.9,-784.9,-784.9
578,-640.6,-640.6,-640.6,-518.2,-518.2,-518.2,-543.8,-543.8,-543.8,-751.5,-751.5,-751.5,-480.3,-480.3,-480.3,-590.3,-590.3,-590.3
579,-666.7,-666.7,-666.7,-585.6,-585.6,-585.6,-498.1,-498.1,-498.1,-668.7,-668.7,-668.7,-414.6,-414.6,-414.6,-635,-635,-635
580,-726.6,-726.6,-726.6,-788.2,-788.2,-788.2,-442.6,-442.6,-442.6,-673.5,-673.5,-673.5,-458.8,-458.8,-458.8,-660,-660,-660
581,-618.1,-618.1,-618.1,-619.6,-619.6,-619.6,-508.5,-508.5,-508.5,-706.7,-706.7,-706.7,-433.5,-433.5,-433.5,-708.9,-708.9,-708.9
