"Step","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MAX"
"985","-544.6","-544.6","-544.6","-190.6","-190.6","-190.6","-407.6","-407.6","-407.6","-323.8","-323.8","-323.8","-173.3","-173.3","-173.3","-456.7","-456.7","-456.7"
"986","-499.9","-499.9","-499.9","-234.9","-234.9","-234.9","-457.3","-457.3","-457.3","-333.4","-333.4","-333.4","-191.5","-191.5","-191.5","-415.8","-415.8","-415.8"
"987","-576.8","-576.8","-576.8","-219.5","-219.5","-219.5","-445.4","-445.4","-445.4","-306.7","-306.7","-306.7","-188.9","-188.9","-188.9","-532.4","-532.4","-532.4"
"988","-581.5","-581.5","-581.5","-230.1","-230.1","-230.1","-354.9","-354.9","-354.9","-284.1","-284.1","-284.1","-207.2","-207.2","-207.2","-474","-474","-474"
"989","-515.7","-515.7","-515.7","-230.7","-230.7","-230.7","-350.8","-350.8","-350.8","-321.2","-321.2","-321.2","-195.9","-195.9","-195.9","-468.9","-468.9","-468.9"
"990","-530.9","-530.9","-530.9","-224.7","-224.7","-224.7","-337","-337","-337","-289.2","-289.2","-289.2","-194.2","-194.2","-194.2","-451.4","-451.4","-451.4"
"991","-530.6","-530.6","-530.6","-199.7","-199.7","-199.7","-361.8","-361.8","-361.8","-322.4","-322.4","-322.4","-234.9","-234.9","-234.9","-474.1","-474.1","-474.1"
"992","-539.5","-539.5","-539.5","-252.5","-252.5","-252.5","-339.3","-339.3","-339.3","-308.7","-308.7","-308.7","-206.3","-206.3","-206.3","-433.3","-433.3","-433.3"
"993","-539.7","-539.7","-539.7","-247.7","-247.7","-247.7","-376","-376","-376","-286.1","-286.1","-286.1","-192","-192","-192","-426.4","-426.4","-426.4"
"994","-545.6","-545.6","-545.6","-207.1","-207.1","-207.1","-389.1","-389.1","-389.1","-302.6","-302.6","-302.6","-185.9","-185.9","-185.9","-529.1","-529.1","-529.1"
"995","-511.6","-511.6","-511.6","-226.1","-226.1","-226.1","-342.1","-342.1","-342.1","-313","-313","-313","-202.1","-202.1","-202.1","-448","-448","-448"
"996","-569","-569","-569","-244.5","-244.5","-244.5","-353.9","-353.9","-353.9","-317.4","-317.4","-317.4","-185","-185","-185","-475.9","-475.9","-475.9"
"997","-589.2","-589.2","-589.2","-238","-238","-238","-368.6","-368.6","-368.6","-338.1","-338.1","-338.1","-180.6","-180.6","-180.6","-568.5","-568.5","-568.5"
"998","-585","-585","-585","-217.9","-217.9","-217.9","-296.6","-296.6","-296.6","-306","-306","-306","-141.9","-141.9","-141.9","-499.1","-499.1","-499.1"
"999","-605.7","-605.7","-605.7","-212","-212","-212","-380.6","-380.6","-380.6","-302.2","-302.2","-302.2","-203.4","-203.4","-203.4","-472.6","-472.6","-472.6"
