"Step","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_336fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_331fig3 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_333figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_331figure2 - episode_return__MAX","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MIN","mpe_mpe-large-spread-v2_ac_att_noise_JAMMAS_1_336figure2 - episode_return__MAX"
"403","-670.7","-670.7","-670.7","-321.5","-321.5","-321.5","-474.4","-474.4","-474.4","-427.3","-427.3","-427.3","-267.3","-267.3","-267.3","-596.2","-596.2","-596.2"
"404","-735","-735","-735","-328.4","-328.4","-328.4","-523.1","-523.1","-523.1","-396.8","-396.8","-396.8","-299.4","-299.4","-299.4","-579.2","-579.2","-579.2"
"405","-660.3","-660.3","-660.3","-336.4","-336.4","-336.4","-612.8","-612.8","-612.8","-461.3","-461.3","-461.3","-249.3","-249.3","-249.3","-573.9","-573.9","-573.9"
"406","-643.6","-643.6","-643.6","-309.6","-309.6","-309.6","-499.9","-499.9","-499.9","-451.9","-451.9","-451.9","-256","-256","-256","-654.2","-654.2","-654.2"
"407","-728.9","-728.9","-728.9","-300.1","-300.1","-300.1","-436.6","-436.6","-436.6","-445.1","-445.1","-445.1","-285.7","-285.7","-285.7","-586.2","-586.2","-586.2"
"408","-749.3","-749.3","-749.3","-365.1","-365.1","-365.1","-496.1","-496.1","-496.1","-397.9","-397.9","-397.9","-244.8","-244.8","-244.8","-602.6","-602.6","-602.6"
"409","-787.1","-787.1","-787.1","-345.5","-345.5","-345.5","-468.9","-468.9","-468.9","-496.8","-496.8","-496.8","-255.6","-255.6","-255.6","-661.9","-661.9","-661.9"
"410","-711.2","-711.2","-711.2","-297","-297","-297","-541.2","-541.2","-541.2","-451.2","-451.2","-451.2","-268.3","-268.3","-268.3","-619","-619","-619"
"411","-641.1","-641.1","-641.1","-318.2","-318.2","-318.2","-435.3","-435.3","-435.3","-442.7","-442.7","-442.7","-252.1","-252.1","-252.1","-635.1","-635.1","-635.1"
"412","-628.2","-628.2","-628.2","-330.7","-330.7","-330.7","-445.6","-445.6","-445.6","-480","-480","-480","-235.4","-235.4","-235.4","-583.5","-583.5","-583.5"
"413","-617.6","-617.6","-617.6","-317.9","-317.9","-317.9","-511.6","-511.6","-511.6","-404.1","-404.1","-404.1","-293.1","-293.1","-293.1","-554.3","-554.3","-554.3"
"414","-805.9","-805.9","-805.9","-317.7","-317.7","-317.7","-465.3","-465.3","-465.3","-492.3","-492.3","-492.3","-258.1","-258.1","-258.1","-598.4","-598.4","-598.4"
"415","-688.9","-688.9","-688.9","-333.4","-333.4","-333.4","-486.5","-486.5","-486.5","-419.1","-419.1","-419.1","-265.6","-265.6","-265.6","-717","-717","-717"
"416","-677.8","-677.8","-677.8","-299","-299","-299","-502.3","-502.3","-502.3","-509.9","-509.9","-509.9","-270.6","-270.6","-270.6","-619.7","-619.7","-619.7"
"417","-693.1","-693.1","-693.1","-316","-316","-316","-434.6","-434.6","-434.6","-446.7","-446.7","-446.7","-256","-256","-256","-589.7","-589.7","-589.7"
"418","-601.5","-601.5","-601.5","-346.1","-346.1","-346.1","-430.5","-430.5","-430.5","-436.6","-436.6","-436.6","-250.5","-250.5","-250.5","-630.7","-630.7","-630.7"
"419","-618","-618","-618","-312.9","-312.9","-312.9","-537.2","-537.2","-537.2","-394.1","-394.1","-394.1","-260.8","-260.8","-260.8","-539.1","-539.1","-539.1"
"420","-675.5","-675.5","-675.5","-324.7","-324.7","-324.7","-408.5","-408.5","-408.5","-444.3","-444.3","-444.3","-264.1","-264.1","-264.1","-686.1","-686.1","-686.1"
"421","-750","-750","-750","-341.4","-341.4","-341.4","-525.2","-525.2","-525.2","-484.3","-484.3","-484.3","-245.4","-245.4","-245.4","-637.5","-637.5","-637.5"
"422","-600.6","-600.6","-600.6","-295.1","-295.1","-295.1","-473.3","-473.3","-473.3","-457.4","-457.4","-457.4","-238","-238","-238","-556.6","-556.6","-556.6"
"423","-611","-611","-611","-320.5","-320.5","-320.5","-477","-477","-477","-448.9","-448.9","-448.9","-240.2","-240.2","-240.2","-708","-708","-708"
"424","-723.2","-723.2","-723.2","-305.4","-305.4","-305.4","-500.4","-500.4","-500.4","-502.8","-502.8","-502.8","-278.9","-278.9","-278.9","-585.1","-585.1","-585.1"
"425","-596.9","-596.9","-596.9","-340.8","-340.8","-340.8","-596.2","-596.2","-596.2","-447.5","-447.5","-447.5","-299.8","-299.8","-299.8","-539.6","-539.6","-539.6"
"426","-718.9","-718.9","-718.9","-298.4","-298.4","-298.4","-477.3","-477.3","-477.3","-420.1","-420.1","-420.1","-246.2","-246.2","-246.2","-719.9","-719.9","-719.9"
"427","-641.9","-641.9","-641.9","-302.3","-302.3","-302.3","-532.2","-532.2","-532.2","-417.4","-417.4","-417.4","-239.7","-239.7","-239.7","-614.7","-614.7","-614.7"
"428","-672.7","-672.7","-672.7","-284.4","-284.4","-284.4","-470.3","-470.3","-470.3","-436.1","-436.1","-436.1","-281","-281","-281","-576.1","-576.1","-576.1"
"429","-644.3","-644.3","-644.3","-260.4","-260.4","-260.4","-456.4","-456.4","-456.4","-517.8","-517.8","-517.8","-239.6","-239.6","-239.6","-547","-547","-547"
"430","-746.8","-746.8","-746.8","-324.8","-324.8","-324.8","-481.4","-481.4","-481.4","-445.6","-445.6","-445.6","-267.8","-267.8","-267.8","-562.6","-562.6","-562.6"
"431","-689","-689","-689","-339.6","-339.6","-339.6","-432.1","-432.1","-432.1","-495.5","-495.5","-495.5","-247.4","-247.4","-247.4","-555.7","-555.7","-555.7"
"432","-669.4","-669.4","-669.4","-316.6","-316.6","-316.6","-444.1","-444.1","-444.1","-440.4","-440.4","-440.4","-224.5","-224.5","-224.5","-560.6","-560.6","-560.6"
"433","-686.3","-686.3","-686.3","-282.8","-282.8","-282.8","-475","-475","-475","-457.2","-457.2","-457.2","-288.5","-288.5","-288.5","-592.6","-592.6","-592.6"
"434","-610","-610","-610","-315.8","-315.8","-315.8","-539.7","-539.7","-539.7","-487.3","-487.3","-487.3","-254.2","-254.2","-254.2","-593.1","-593.1","-593.1"
"435","-625.1","-625.1","-625.1","-302.1","-302.1","-302.1","-483.3","-483.3","-483.3","-442","-442","-442","-238.1","-238.1","-238.1","-608.1","-608.1","-608.1"
"436","-622.5","-622.5","-622.5","-327.8","-327.8","-327.8","-416.5","-416.5","-416.5","-424.8","-424.8","-424.8","-264.1","-264.1","-264.1","-626","-626","-626"
"437","-646.7","-646.7","-646.7","-326.4","-326.4","-326.4","-467.3","-467.3","-467.3","-436.7","-436.7","-436.7","-231.9","-231.9","-231.9","-600","-600","-600"
"438","-592.1","-592.1","-592.1","-328.5","-328.5","-328.5","-476.9","-476.9","-476.9","-449.6","-449.6","-449.6","-238.6","-238.6","-238.6","-566.7","-566.7","-566.7"
"439","-650.4","-650.4","-650.4","-285.6","-285.6","-285.6","-464.1","-464.1","-464.1","-416.3","-416.3","-416.3","-252.1","-252.1","-252.1","-584.5","-584.5","-584.5"
"440","-767","-767","-767","-293.6","-293.6","-293.6","-425.7","-425.7","-425.7","-478.4","-478.4","-478.4","-275.4","-275.4","-275.4","-496","-496","-496"
"441","-610.4","-610.4","-610.4","-300.9","-300.9","-300.9","-453.8","-453.8","-453.8","-480.3","-480.3","-480.3","-231.1","-231.1","-231.1","-539","-539","-539"
"442","-595.3","-595.3","-595.3","-344.9","-344.9","-344.9","-504.3","-504.3","-504.3","-480.6","-480.6","-480.6","-262.7","-262.7","-262.7","-527.1","-527.1","-527.1"
"443","-753.4","-753.4","-753.4","-333.9","-333.9","-333.9","-496","-496","-496","-420.7","-420.7","-420.7","-246.6","-246.6","-246.6","-547.2","-547.2","-547.2"
"444","-708.4","-708.4","-708.4","-317","-317","-317","-491","-491","-491","-429.1","-429.1","-429.1","-234.6","-234.6","-234.6","-643.5","-643.5","-643.5"
"445","-784.3","-784.3","-784.3","-340.5","-340.5","-340.5","-493.7","-493.7","-493.7","-422.5","-422.5","-422.5","-231.5","-231.5","-231.5","-551.3","-551.3","-551.3"
"446","-731.5","-731.5","-731.5","-304","-304","-304","-423.6","-423.6","-423.6","-486.5","-486.5","-486.5","-248.6","-248.6","-248.6","-575.8","-575.8","-575.8"
"447","-776.4","-776.4","-776.4","-339.5","-339.5","-339.5","-407.4","-407.4","-407.4","-448","-448","-448","-239.2","-239.2","-239.2","-586.9","-586.9","-586.9"
"448","-769.3","-769.3","-769.3","-268.1","-268.1","-268.1","-457.8","-457.8","-457.8","-433.5","-433.5","-433.5","-244.7","-244.7","-244.7","-532.7","-532.7","-532.7"
"449","-664.8","-664.8","-664.8","-335.7","-335.7","-335.7","-438.3","-438.3","-438.3","-448.1","-448.1","-448.1","-235.8","-235.8","-235.8","-676","-676","-676"
"450","-641.9","-641.9","-641.9","-300","-300","-300","-449","-449","-449","-448.8","-448.8","-448.8","-228.9","-228.9","-228.9","-537","-537","-537"
"451","-675.4","-675.4","-675.4","-333.5","-333.5","-333.5","-453.7","-453.7","-453.7","-487.2","-487.2","-487.2","-231.3","-231.3","-231.3","-556.7","-556.7","-556.7"
"452","-792.5","-792.5","-792.5","-273.8","-273.8","-273.8","-413","-413","-413","-422.8","-422.8","-422.8","-275","-275","-275","-629.3","-629.3","-629.3"
"453","-695.8","-695.8","-695.8","-317.4","-317.4","-317.4","-431.5","-431.5","-431.5","-400.4","-400.4","-400.4","-268","-268","-268","-550.7","-550.7","-550.7"
"454","-728.6","-728.6","-728.6","-265.8","-265.8","-265.8","-449","-449","-449","-436.4","-436.4","-436.4","-254.2","-254.2","-254.2","-560.3","-560.3","-560.3"
"455","-652.5","-652.5","-652.5","-241.8","-241.8","-241.8","-468.3","-468.3","-468.3","-452","-452","-452","-235","-235","-235","-524.5","-524.5","-524.5"
"456","-740.9","-740.9","-740.9","-281.2","-281.2","-281.2","-490.5","-490.5","-490.5","-427.8","-427.8","-427.8","-231.4","-231.4","-231.4","-643.3","-643.3","-643.3"
"457","-606.9","-606.9","-606.9","-309.8","-309.8","-309.8","-467.5","-467.5","-467.5","-424.5","-424.5","-424.5","-232.1","-232.1","-232.1","-546.8","-546.8","-546.8"
"458","-592","-592","-592","-276.4","-276.4","-276.4","-572.7","-572.7","-572.7","-507.6","-507.6","-507.6","-270.9","-270.9","-270.9","-607.2","-607.2","-607.2"
"459","-671.6","-671.6","-671.6","-297","-297","-297","-486.1","-486.1","-486.1","-529.4","-529.4","-529.4","-228.5","-228.5","-228.5","-487.1","-487.1","-487.1"
"460","-640.1","-640.1","-640.1","-291.2","-291.2","-291.2","-465.3","-465.3","-465.3","-516.8","-516.8","-516.8","-235.1","-235.1","-235.1","-618.2","-618.2","-618.2"
"461","-647.5","-647.5","-647.5","-278.9","-278.9","-278.9","-492.3","-492.3","-492.3","-433.5","-433.5","-433.5","-263.4","-263.4","-263.4","-567.3","-567.3","-567.3"
"462","-543.8","-543.8","-543.8","-294.3","-294.3","-294.3","-384.7","-384.7","-384.7","-437.1","-437.1","-437.1","-226","-226","-226","-441.8","-441.8","-441.8"
"463","-789.6","-789.6","-789.6","-337.2","-337.2","-337.2","-426","-426","-426","-484.1","-484.1","-484.1","-238.5","-238.5","-238.5","-649","-649","-649"
"464","-679.3","-679.3","-679.3","-285.5","-285.5","-285.5","-492.4","-492.4","-492.4","-398.9","-398.9","-398.9","-240.1","-240.1","-240.1","-549.9","-549.9","-549.9"
"465","-694.3","-694.3","-694.3","-312.7","-312.7","-312.7","-431","-431","-431","-410.5","-410.5","-410.5","-239.8","-239.8","-239.8","-497.8","-497.8","-497.8"
"466","-674","-674","-674","-326.8","-326.8","-326.8","-476.9","-476.9","-476.9","-440.5","-440.5","-440.5","-249.9","-249.9","-249.9","-562.1","-562.1","-562.1"
"467","-568.6","-568.6","-568.6","-273.6","-273.6","-273.6","-499.3","-499.3","-499.3","-441.1","-441.1","-441.1","-215.9","-215.9","-215.9","-550.4","-550.4","-550.4"
"468","-651.5","-651.5","-651.5","-284.3","-284.3","-284.3","-460.2","-460.2","-460.2","-440.4","-440.4","-440.4","-239.2","-239.2","-239.2","-570.2","-570.2","-570.2"
"469","-692.2","-692.2","-692.2","-286.4","-286.4","-286.4","-396.2","-396.2","-396.2","-446.1","-446.1","-446.1","-287.1","-287.1","-287.1","-536.2","-536.2","-536.2"
"470","-723.5","-723.5","-723.5","-313.6","-313.6","-313.6","-421.8","-421.8","-421.8","-461.6","-461.6","-461.6","-237.8","-237.8","-237.8","-513.7","-513.7","-513.7"
"471","-598.8","-598.8","-598.8","-374.7","-374.7","-374.7","-436.2","-436.2","-436.2","-430.9","-430.9","-430.9","-228.7","-228.7","-228.7","-619.1","-619.1","-619.1"
"472","-562.8","-562.8","-562.8","-317","-317","-317","-385.4","-385.4","-385.4","-416.8","-416.8","-416.8","-252.8","-252.8","-252.8","-578.2","-578.2","-578.2"
"473","-617.7","-617.7","-617.7","-277.6","-277.6","-277.6","-409","-409","-409","-454.1","-454.1","-454.1","-218.6","-218.6","-218.6","-495.6","-495.6","-495.6"
"474","-526.2","-526.2","-526.2","-283.1","-283.1","-283.1","-393.5","-393.5","-393.5","-518","-518","-518","-266.1","-266.1","-266.1","-589.4","-589.4","-589.4"
"475","-688.9","-688.9","-688.9","-265.3","-265.3","-265.3","-388.6","-388.6","-388.6","-433.6","-433.6","-433.6","-217.7","-217.7","-217.7","-659.9","-659.9","-659.9"
"476","-650.8","-650.8","-650.8","-262.6","-262.6","-262.6","-437.9","-437.9","-437.9","-465.6","-465.6","-465.6","-222.5","-222.5","-222.5","-570","-570","-570"
"477","-702.6","-702.6","-702.6","-297.6","-297.6","-297.6","-372.5","-372.5","-372.5","-474.2","-474.2","-474.2","-297.2","-297.2","-297.2","-592.5","-592.5","-592.5"
"478","-680.2","-680.2","-680.2","-297","-297","-297","-526.2","-526.2","-526.2","-462.6","-462.6","-462.6","-288.6","-288.6","-288.6","-537.4","-537.4","-537.4"
"479","-696.4","-696.4","-696.4","-334.1","-334.1","-334.1","-447.1","-447.1","-447.1","-365.5","-365.5","-365.5","-242","-242","-242","-585.4","-585.4","-585.4"
"480","-637.6","-637.6","-637.6","-324.5","-324.5","-324.5","-446.6","-446.6","-446.6","-439.4","-439.4","-439.4","-208.4","-208.4","-208.4","-572","-572","-572"
"481","-649.2","-649.2","-649.2","-303.1","-303.1","-303.1","-398","-398","-398","-440.7","-440.7","-440.7","-222.1","-222.1","-222.1","-569.9","-569.9","-569.9"
"482","-693.8","-693.8","-693.8","-328.9","-328.9","-328.9","-470.5","-470.5","-470.5","-468.1","-468.1","-468.1","-223.6","-223.6","-223.6","-520.9","-520.9","-520.9"
"483","-652","-652","-652","-326.9","-326.9","-326.9","-474.6","-474.6","-474.6","-491.7","-491.7","-491.7","-249.1","-249.1","-249.1","-542","-542","-542"
"484","-623.9","-623.9","-623.9","-293.1","-293.1","-293.1","-472.5","-472.5","-472.5","-482.3","-482.3","-482.3","-225.1","-225.1","-225.1","-567.1","-567.1","-567.1"
"485","-578","-578","-578","-301.3","-301.3","-301.3","-430.5","-430.5","-430.5","-431.5","-431.5","-431.5","-240.9","-240.9","-240.9","-526.7","-526.7","-526.7"
"486","-718","-718","-718","-283.8","-283.8","-283.8","-447.8","-447.8","-447.8","-442.8","-442.8","-442.8","-231.6","-231.6","-231.6","-548.2","-548.2","-548.2"
"487","-632.9","-632.9","-632.9","-244.7","-244.7","-244.7","-413","-413","-413","-453.9","-453.9","-453.9","-222.6","-222.6","-222.6","-545","-545","-545"
"488","-614.4","-614.4","-614.4","-278.9","-278.9","-278.9","-446.7","-446.7","-446.7","-437.2","-437.2","-437.2","-216.1","-216.1","-216.1","-607.1","-607.1","-607.1"
"489","-649.4","-649.4","-649.4","-308.4","-308.4","-308.4","-457.8","-457.8","-457.8","-517.1","-517.1","-517.1","-245.3","-245.3","-245.3","-504.4","-504.4","-504.4"
"490","-761.2","-761.2","-761.2","-285.6","-285.6","-285.6","-436.4","-436.4","-436.4","-441","-441","-441","-264.9","-264.9","-264.9","-568.1","-568.1","-568.1"
"491","-641.7","-641.7","-641.7","-269.1","-269.1","-269.1","-439.3","-439.3","-439.3","-401.3","-401.3","-401.3","-220.4","-220.4","-220.4","-468.1","-468.1","-468.1"
"492","-659.4","-659.4","-659.4","-277.9","-277.9","-277.9","-381.7","-381.7","-381.7","-462.1","-462.1","-462.1","-226.2","-226.2","-226.2","-521.6","-521.6","-521.6"
"493","-647.7","-647.7","-647.7","-303.9","-303.9","-303.9","-486.6","-486.6","-486.6","-445.9","-445.9","-445.9","-212.7","-212.7","-212.7","-580.6","-580.6","-580.6"
"494","-637.6","-637.6","-637.6","-284.2","-284.2","-284.2","-416","-416","-416","-477.4","-477.4","-477.4","-255.8","-255.8","-255.8","-523","-523","-523"
"495","-731.6","-731.6","-731.6","-284.7","-284.7","-284.7","-427.2","-427.2","-427.2","-444.7","-444.7","-444.7","-201.8","-201.8","-201.8","-576.4","-576.4","-576.4"
"496","-572.1","-572.1","-572.1","-309","-309","-309","-439.5","-439.5","-439.5","-463.9","-463.9","-463.9","-228.1","-228.1","-228.1","-504.5","-504.5","-504.5"
"497","-750.9","-750.9","-750.9","-303.1","-303.1","-303.1","-455","-455","-455","-398.4","-398.4","-398.4","-222.5","-222.5","-222.5","-587.3","-587.3","-587.3"
"498","-643.1","-643.1","-643.1","-297.1","-297.1","-297.1","-478.2","-478.2","-478.2","-419.4","-419.4","-419.4","-216.7","-216.7","-216.7","-511.2","-511.2","-511.2"
"499","-663.4","-663.4","-663.4","-265.3","-265.3","-265.3","-447.3","-447.3","-447.3","-448.8","-448.8","-448.8","-235.7","-235.7","-235.7","-459.8","-459.8","-459.8"
"500","-608.1","-608.1","-608.1","-241.1","-241.1","-241.1","-465.2","-465.2","-465.2","-457.4","-457.4","-457.4","-254.2","-254.2","-254.2","-512.6","-512.6","-512.6"
"501","-706","-706","-706","-285.4","-285.4","-285.4","-469.8","-469.8","-469.8","-424.1","-424.1","-424.1","-221.5","-221.5","-221.5","-545.5","-545.5","-545.5"
"502","-748.6","-748.6","-748.6","-265.4","-265.4","-265.4","-468.9","-468.9","-468.9","-455.4","-455.4","-455.4","-225.9","-225.9","-225.9","-546.7","-546.7","-546.7"
"503","-655.6","-655.6","-655.6","-273.1","-273.1","-273.1","-458","-458","-458","-434.2","-434.2","-434.2","-261.6","-261.6","-261.6","-583.1","-583.1","-583.1"
"504","-659.2","-659.2","-659.2","-294.3","-294.3","-294.3","-428.4","-428.4","-428.4","-365.7","-365.7","-365.7","-232.7","-232.7","-232.7","-610.5","-610.5","-610.5"
"505","-634.7","-634.7","-634.7","-303.1","-303.1","-303.1","-462.3","-462.3","-462.3","-445.1","-445.1","-445.1","-231.1","-231.1","-231.1","-577.7","-577.7","-577.7"
"506","-718.9","-718.9","-718.9","-275.3","-275.3","-275.3","-416.7","-416.7","-416.7","-461.9","-461.9","-461.9","-255.4","-255.4","-255.4","-551.6","-551.6","-551.6"
"507","-639","-639","-639","-262.8","-262.8","-262.8","-418.3","-418.3","-418.3","-417.3","-417.3","-417.3","-219.2","-219.2","-219.2","-536.8","-536.8","-536.8"
"508","-669.4","-669.4","-669.4","-301.8","-301.8","-301.8","-452.1","-452.1","-452.1","-469.7","-469.7","-469.7","-274.2","-274.2","-274.2","-533","-533","-533"
"509","-775","-775","-775","-272.4","-272.4","-272.4","-443.7","-443.7","-443.7","-422.2","-422.2","-422.2","-217.9","-217.9","-217.9","-583.5","-583.5","-583.5"
"510","-649.8","-649.8","-649.8","-285.8","-285.8","-285.8","-485.4","-485.4","-485.4","-480.1","-480.1","-480.1","-249.6","-249.6","-249.6","-565.5","-565.5","-565.5"
"511","-675.2","-675.2","-675.2","-302.7","-302.7","-302.7","-504.7","-504.7","-504.7","-467.5","-467.5","-467.5","-255.1","-255.1","-255.1","-491.2","-491.2","-491.2"
"512","-595.7","-595.7","-595.7","-252.7","-252.7","-252.7","-352.4","-352.4","-352.4","-478.1","-478.1","-478.1","-273.6","-273.6","-273.6","-485.2","-485.2","-485.2"
"513","-534.3","-534.3","-534.3","-312.5","-312.5","-312.5","-447","-447","-447","-429.7","-429.7","-429.7","-215","-215","-215","-459.2","-459.2","-459.2"
"514","-715.3","-715.3","-715.3","-282.8","-282.8","-282.8","-428.2","-428.2","-428.2","-386","-386","-386","-225.4","-225.4","-225.4","-525.8","-525.8","-525.8"
"515","-562.2","-562.2","-562.2","-249.2","-249.2","-249.2","-473.1","-473.1","-473.1","-412.7","-412.7","-412.7","-223.1","-223.1","-223.1","-577.4","-577.4","-577.4"
"516","-615.1","-615.1","-615.1","-268.3","-268.3","-268.3","-444.4","-444.4","-444.4","-440.2","-440.2","-440.2","-265.2","-265.2","-265.2","-558.7","-558.7","-558.7"
"517","-645.5","-645.5","-645.5","-276.2","-276.2","-276.2","-427.9","-427.9","-427.9","-373","-373","-373","-219.2","-219.2","-219.2","-512.9","-512.9","-512.9"
"518","-658.6","-658.6","-658.6","-274","-274","-274","-437","-437","-437","-425.1","-425.1","-425.1","-234.6","-234.6","-234.6","-524.5","-524.5","-524.5"
"519","-586.4","-586.4","-586.4","-275.2","-275.2","-275.2","-476.6","-476.6","-476.6","-404.9","-404.9","-404.9","-231.9","-231.9","-231.9","-485","-485","-485"
"520","-640.6","-640.6","-640.6","-298.3","-298.3","-298.3","-434.9","-434.9","-434.9","-440.5","-440.5","-440.5","-238.5","-238.5","-238.5","-522.5","-522.5","-522.5"
"521","-681.9","-681.9","-681.9","-292.5","-292.5","-292.5","-505.5","-505.5","-505.5","-392.9","-392.9","-392.9","-213.8","-213.8","-213.8","-542.4","-542.4","-542.4"
"522","-724.8","-724.8","-724.8","-266","-266","-266","-432.3","-432.3","-432.3","-412.1","-412.1","-412.1","-215.9","-215.9","-215.9","-496.6","-496.6","-496.6"
"523","-636.7","-636.7","-636.7","-216.1","-216.1","-216.1","-512.4","-512.4","-512.4","-440.6","-440.6","-440.6","-212.9","-212.9","-212.9","-518.2","-518.2","-518.2"
"524","-585.8","-585.8","-585.8","-259.6","-259.6","-259.6","-422.1","-422.1","-422.1","-422.3","-422.3","-422.3","-194.5","-194.5","-194.5","-425.6","-425.6","-425.6"
"525","-647.8","-647.8","-647.8","-288.8","-288.8","-288.8","-443.4","-443.4","-443.4","-367.6","-367.6","-367.6","-182.4","-182.4","-182.4","-587.7","-587.7","-587.7"
"526","-706.7","-706.7","-706.7","-265.3","-265.3","-265.3","-406.8","-406.8","-406.8","-369.5","-369.5","-369.5","-209.1","-209.1","-209.1","-522.6","-522.6","-522.6"
"527","-678.2","-678.2","-678.2","-245.9","-245.9","-245.9","-441.2","-441.2","-441.2","-441.1","-441.1","-441.1","-261.8","-261.8","-261.8","-568.1","-568.1","-568.1"
"528","-584.3","-584.3","-584.3","-290.9","-290.9","-290.9","-418.9","-418.9","-418.9","-436.3","-436.3","-436.3","-219.5","-219.5","-219.5","-524.3","-524.3","-524.3"
"529","-668.8","-668.8","-668.8","-294.8","-294.8","-294.8","-432.9","-432.9","-432.9","-443.5","-443.5","-443.5","-220.4","-220.4","-220.4","-526.8","-526.8","-526.8"
"530","-574.6","-574.6","-574.6","-260.5","-260.5","-260.5","-443.3","-443.3","-443.3","-414","-414","-414","-238","-238","-238","-505.2","-505.2","-505.2"
"531","-679.4","-679.4","-679.4","-266.9","-266.9","-266.9","-400.6","-400.6","-400.6","-421.2","-421.2","-421.2","-233.7","-233.7","-233.7","-640.9","-640.9","-640.9"
"532","-564.4","-564.4","-564.4","-254.9","-254.9","-254.9","-460.6","-460.6","-460.6","-489.7","-489.7","-489.7","-220.1","-220.1","-220.1","-542.3","-542.3","-542.3"
"533","-631.7","-631.7","-631.7","-265.6","-265.6","-265.6","-412.3","-412.3","-412.3","-415.8","-415.8","-415.8","-255.4","-255.4","-255.4","-566.1","-566.1","-566.1"
"534","-742.5","-742.5","-742.5","-298.3","-298.3","-298.3","-472.1","-472.1","-472.1","-397.1","-397.1","-397.1","-208.2","-208.2","-208.2","-581.7","-581.7","-581.7"
"535","-654.1","-654.1","-654.1","-268.1","-268.1","-268.1","-385.9","-385.9","-385.9","-408.4","-408.4","-408.4","-212.2","-212.2","-212.2","-548.7","-548.7","-548.7"
"536","-678","-678","-678","-233.7","-233.7","-233.7","-411.9","-411.9","-411.9","-427.9","-427.9","-427.9","-259.7","-259.7","-259.7","-570.3","-570.3","-570.3"
"537","-557.2","-557.2","-557.2","-284.1","-284.1","-284.1","-458.7","-458.7","-458.7","-451.2","-451.2","-451.2","-257.1","-257.1","-257.1","-504.2","-504.2","-504.2"
"538","-692.2","-692.2","-692.2","-282.1","-282.1","-282.1","-439.9","-439.9","-439.9","-386.1","-386.1","-386.1","-204.8","-204.8","-204.8","-513.8","-513.8","-513.8"
"539","-704.5","-704.5","-704.5","-219.6","-219.6","-219.6","-413.2","-413.2","-413.2","-394.4","-394.4","-394.4","-246.5","-246.5","-246.5","-514.7","-514.7","-514.7"
"540","-612.2","-612.2","-612.2","-264.2","-264.2","-264.2","-459.9","-459.9","-459.9","-457.3","-457.3","-457.3","-205.4","-205.4","-205.4","-497.7","-497.7","-497.7"
"541","-553","-553","-553","-269","-269","-269","-428.2","-428.2","-428.2","-419.3","-419.3","-419.3","-261","-261","-261","-484.9","-484.9","-484.9"
"542","-681.5","-681.5","-681.5","-232.1","-232.1","-232.1","-377.7","-377.7","-377.7","-444.8","-444.8","-444.8","-220.6","-220.6","-220.6","-580.7","-580.7","-580.7"
"543","-739.2","-739.2","-739.2","-289.2","-289.2","-289.2","-388.7","-388.7","-388.7","-371.9","-371.9","-371.9","-199.7","-199.7","-199.7","-510.2","-510.2","-510.2"
"544","-651.7","-651.7","-651.7","-289.8","-289.8","-289.8","-372.1","-372.1","-372.1","-474.9","-474.9","-474.9","-233.6","-233.6","-233.6","-556.5","-556.5","-556.5"
"545","-735.3","-735.3","-735.3","-297.9","-297.9","-297.9","-449.6","-449.6","-449.6","-419.3","-419.3","-419.3","-206.1","-206.1","-206.1","-531.9","-531.9","-531.9"
"546","-647.2","-647.2","-647.2","-290.9","-290.9","-290.9","-505.7","-505.7","-505.7","-384.1","-384.1","-384.1","-254.4","-254.4","-254.4","-540","-540","-540"
"547","-627.5","-627.5","-627.5","-255.9","-255.9","-255.9","-499.4","-499.4","-499.4","-366.1","-366.1","-366.1","-205.9","-205.9","-205.9","-592","-592","-592"
