epoch,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_tiecomm_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_ic3net_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_commnet_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_magic_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_tarmac_no_mTrue_vFalse_ming - episode_return__MAX,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MIN,mpe-large-spread-v2_teamcomm_no_mTrue_vFalse_ming - episode_return__MAX
413,-423.7,-423.7,-423.7,-553.1,-553.1,-553.1,-513.6,-513.6,-513.6,-342.6,-342.6,-342.6,-528,-528,-528,-365.8,-365.8,-365.8
414,-447.6,-447.6,-447.6,-515.3,-515.3,-515.3,-592,-592,-592,-417.2,-417.2,-417.2,-503.8,-503.8,-503.8,-355.7,-355.7,-355.7
415,-439.4,-439.4,-439.4,-478.7,-478.7,-478.7,-523.5,-523.5,-523.5,-367.2,-367.2,-367.2,-545.2,-545.2,-545.2,-387.1,-387.1,-387.1
416,-470.6,-470.6,-470.6,-480.4,-480.4,-480.4,-569.4,-569.4,-569.4,-401.8,-401.8,-401.8,-534.2,-534.2,-534.2,-342.2,-342.2,-342.2
417,-384.8,-384.8,-384.8,-466.3,-466.3,-466.3,-552.8,-552.8,-552.8,-434.7,-434.7,-434.7,-526,-526,-526,-344.9,-344.9,-344.9
418,-359.5,-359.5,-359.5,-479.4,-479.4,-479.4,-530,-530,-530,-439.9,-439.9,-439.9,-521.7,-521.7,-521.7,-351.5,-351.5,-351.5
419,-459.2,-459.2,-459.2,-530.1,-530.1,-530.1,-499.2,-499.2,-499.2,-417.6,-417.6,-417.6,-505.6,-505.6,-505.6,-363.8,-363.8,-363.8
420,-448.5,-448.5,-448.5,-484.7,-484.7,-484.7,-531.6,-531.6,-531.6,-386.9,-386.9,-386.9,-423.8,-423.8,-423.8,-343.6,-343.6,-343.6
421,-370.5,-370.5,-370.5,-506,-506,-506,-478.1,-478.1,-478.1,-375.6,-375.6,-375.6,-521.4,-521.4,-521.4,-318.2,-318.2,-318.2
422,-420,-420,-420,-548.3,-548.3,-548.3,-495.4,-495.4,-495.4,-451.2,-451.2,-451.2,-516.2,-516.2,-516.2,-363.3,-363.3,-363.3
423,-340.1,-340.1,-340.1,-517.2,-517.2,-517.2,-482.8,-482.8,-482.8,-481.5,-481.5,-481.5,-533.3,-533.3,-533.3,-339.1,-339.1,-339.1
424,-337.7,-337.7,-337.7,-531.5,-531.5,-531.5,-490.8,-490.8,-490.8,-479.8,-479.8,-479.8,-485.2,-485.2,-485.2,-395.5,-395.5,-395.5
425,-433.4,-433.4,-433.4,-511.9,-511.9,-511.9,-451.1,-451.1,-451.1,-464.7,-464.7,-464.7,-546.7,-546.7,-546.7,-331.6,-331.6,-331.6
426,-375.1,-375.1,-375.1,-484,-484,-484,-469.8,-469.8,-469.8,-483.3,-483.3,-483.3,-579,-579,-579,-321.9,-321.9,-321.9
427,-414.9,-414.9,-414.9,-489.4,-489.4,-489.4,-488,-488,-488,-363.8,-363.8,-363.8,-491.7,-491.7,-491.7,-354.8,-354.8,-354.8
428,-446.9,-446.9,-446.9,-540.1,-540.1,-540.1,-490.5,-490.5,-490.5,-427.4,-427.4,-427.4,-494.1,-494.1,-494.1,-320.5,-320.5,-320.5
429,-416,-416,-416,-455.3,-455.3,-455.3,-501.9,-501.9,-501.9,-385.7,-385.7,-385.7,-498.9,-498.9,-498.9,-304.2,-304.2,-304.2
430,-390.9,-390.9,-390.9,-490.3,-490.3,-490.3,-554.1,-554.1,-554.1,-392.5,-392.5,-392.5,-475,-475,-475,-316.5,-316.5,-316.5
431,-360.8,-360.8,-360.8,-552.9,-552.9,-552.9,-485.1,-485.1,-485.1,-410.6,-410.6,-410.6,-466.5,-466.5,-466.5,-348.8,-348.8,-348.8
432,-416.1,-416.1,-416.1,-527.1,-527.1,-527.1,-501.3,-501.3,-501.3,-417.7,-417.7,-417.7,-486.5,-486.5,-486.5,-338.8,-338.8,-338.8
433,-351.5,-351.5,-351.5,-503.7,-503.7,-503.7,-485.1,-485.1,-485.1,-491.2,-491.2,-491.2,-412.9,-412.9,-412.9,-354,-354,-354
434,-400.8,-400.8,-400.8,-492,-492,-492,-477.6,-477.6,-477.6,-436.4,-436.4,-436.4,-538.7,-538.7,-538.7,-329.4,-329.4,-329.4
435,-406,-406,-406,-467.4,-467.4,-467.4,-588.6,-588.6,-588.6,-405.1,-405.1,-405.1,-498.7,-498.7,-498.7,-350.7,-350.7,-350.7
436,-346.8,-346.8,-346.8,-536.3,-536.3,-536.3,-575.2,-575.2,-575.2,-350.7,-350.7,-350.7,-501.5,-501.5,-501.5,-362.7,-362.7,-362.7
437,-389,-389,-389,-499,-499,-499,-561.2,-561.2,-561.2,-357.2,-357.2,-357.2,-543.4,-543.4,-543.4,-404,-404,-404
438,-414.8,-414.8,-414.8,-512.9,-512.9,-512.9,-491.7,-491.7,-491.7,-392.9,-392.9,-392.9,-538.2,-538.2,-538.2,-355.1,-355.1,-355.1
439,-366,-366,-366,-521.8,-521.8,-521.8,-511.5,-511.5,-511.5,-527.4,-527.4,-527.4,-461,-461,-461,-310.9,-310.9,-310.9
440,-403.1,-403.1,-403.1,-526.9,-526.9,-526.9,-513.2,-513.2,-513.2,-546.7,-546.7,-546.7,-542.1,-542.1,-542.1,-332.8,-332.8,-332.8
441,-436.6,-436.6,-436.6,-566.8,-566.8,-566.8,-511.3,-511.3,-511.3,-453,-453,-453,-562.2,-562.2,-562.2,-325.6,-325.6,-325.6
442,-465.2,-465.2,-465.2,-560.5,-560.5,-560.5,-467.3,-467.3,-467.3,-467.2,-467.2,-467.2,-519.1,-519.1,-519.1,-357.8,-357.8,-357.8
443,-438.4,-438.4,-438.4,-525.5,-525.5,-525.5,-476.5,-476.5,-476.5,-398.9,-398.9,-398.9,-529.9,-529.9,-529.9,-398.1,-398.1,-398.1
444,-339.8,-339.8,-339.8,-522.3,-522.3,-522.3,-475,-475,-475,-475.4,-475.4,-475.4,-438.4,-438.4,-438.4,-348.7,-348.7,-348.7
445,-431.1,-431.1,-431.1,-545.3,-545.3,-545.3,-503.5,-503.5,-503.5,-456,-456,-456,-518.9,-518.9,-518.9,-355.2,-355.2,-355.2
446,-486.7,-486.7,-486.7,-515.5,-515.5,-515.5,-541.5,-541.5,-541.5,-477.7,-477.7,-477.7,-525.1,-525.1,-525.1,-296.9,-296.9,-296.9
447,-357.8,-357.8,-357.8,-519.5,-519.5,-519.5,-450.5,-450.5,-450.5,-483.8,-483.8,-483.8,-520.1,-520.1,-520.1,-352.3,-352.3,-352.3
448,-413.1,-413.1,-413.1,-502.6,-502.6,-502.6,-505.3,-505.3,-505.3,-415.6,-415.6,-415.6,-551.7,-551.7,-551.7,-370,-370,-370
449,-457.9,-457.9,-457.9,-536.7,-536.7,-536.7,-610.2,-610.2,-610.2,-419.7,-419.7,-419.7,-576.1,-576.1,-576.1,-399.2,-399.2,-399.2
450,-411.8,-411.8,-411.8,-507.9,-507.9,-507.9,-486.4,-486.4,-486.4,-425.7,-425.7,-425.7,-487,-487,-487,-369.1,-369.1,-369.1
451,-358.9,-358.9,-358.9,-537.8,-537.8,-537.8,-432.2,-432.2,-432.2,-397.2,-397.2,-397.2,-539.1,-539.1,-539.1,-339.1,-339.1,-339.1
452,-372.9,-372.9,-372.9,-505.1,-505.1,-505.1,-479,-479,-479,-438.3,-438.3,-438.3,-477,-477,-477,-408.8,-408.8,-408.8
453,-442.8,-442.8,-442.8,-464.8,-464.8,-464.8,-541.5,-541.5,-541.5,-451.5,-451.5,-451.5,-535.2,-535.2,-535.2,-347,-347,-347
454,-412.2,-412.2,-412.2,-530.1,-530.1,-530.1,-509.3,-509.3,-509.3,-389.1,-389.1,-389.1,-570.4,-570.4,-570.4,-323.5,-323.5,-323.5
455,-381.6,-381.6,-381.6,-511.2,-511.2,-511.2,-493.4,-493.4,-493.4,-461.6,-461.6,-461.6,-452.8,-452.8,-452.8,-303,-303,-303
456,-393.8,-393.8,-393.8,-549.6,-549.6,-549.6,-563.6,-563.6,-563.6,-394.3,-394.3,-394.3,-524.5,-524.5,-524.5,-348.7,-348.7,-348.7
457,-389.3,-389.3,-389.3,-518.4,-518.4,-518.4,-565.2,-565.2,-565.2,-452.5,-452.5,-452.5,-553.2,-553.2,-553.2,-349.4,-349.4,-349.4
458,-428.4,-428.4,-428.4,-487.3,-487.3,-487.3,-512.4,-512.4,-512.4,-439.4,-439.4,-439.4,-480.1,-480.1,-480.1,-331,-331,-331
459,-393.7,-393.7,-393.7,-486.4,-486.4,-486.4,-559.4,-559.4,-559.4,-396.7,-396.7,-396.7,-507.4,-507.4,-507.4,-374,-374,-374
460,-356.9,-356.9,-356.9,-494.7,-494.7,-494.7,-596,-596,-596,-498.8,-498.8,-498.8,-571.5,-571.5,-571.5,-325,-325,-325
461,-418.4,-418.4,-418.4,-505.6,-505.6,-505.6,-487.5,-487.5,-487.5,-440.6,-440.6,-440.6,-422.2,-422.2,-422.2,-344,-344,-344
462,-422.5,-422.5,-422.5,-494.1,-494.1,-494.1,-527.5,-527.5,-527.5,-487.1,-487.1,-487.1,-581.4,-581.4,-581.4,-339,-339,-339
463,-409.5,-409.5,-409.5,-496.5,-496.5,-496.5,-499.9,-499.9,-499.9,-473.3,-473.3,-473.3,-516,-516,-516,-361.6,-361.6,-361.6
464,-345.1,-345.1,-345.1,-455.3,-455.3,-455.3,-509.4,-509.4,-509.4,-461.6,-461.6,-461.6,-553.6,-553.6,-553.6,-314.2,-314.2,-314.2
465,-403.7,-403.7,-403.7,-553.3,-553.3,-553.3,-498.1,-498.1,-498.1,-510.6,-510.6,-510.6,-502.6,-502.6,-502.6,-381.5,-381.5,-381.5
466,-402.8,-402.8,-402.8,-490,-490,-490,-541.5,-541.5,-541.5,-468.6,-468.6,-468.6,-543.1,-543.1,-543.1,-330.5,-330.5,-330.5
467,-442.7,-442.7,-442.7,-565.1,-565.1,-565.1,-501.1,-501.1,-501.1,-362,-362,-362,-545.6,-545.6,-545.6,-384.8,-384.8,-384.8
468,-371.1,-371.1,-371.1,-531.8,-531.8,-531.8,-445.1,-445.1,-445.1,-385.3,-385.3,-385.3,-503.9,-503.9,-503.9,-328.4,-328.4,-328.4
469,-406.2,-406.2,-406.2,-520.4,-520.4,-520.4,-517,-517,-517,-421.1,-421.1,-421.1,-493,-493,-493,-356.8,-356.8,-356.8
470,-421.4,-421.4,-421.4,-544.6,-544.6,-544.6,-596,-596,-596,-504.6,-504.6,-504.6,-522.6,-522.6,-522.6,-338.2,-338.2,-338.2
471,-376.1,-376.1,-376.1,-538.7,-538.7,-538.7,-520.1,-520.1,-520.1,-459.3,-459.3,-459.3,-532.5,-532.5,-532.5,-337.6,-337.6,-337.6
472,-365.8,-365.8,-365.8,-540.8,-540.8,-540.8,-510.6,-510.6,-510.6,-470.8,-470.8,-470.8,-514.6,-514.6,-514.6,-298.6,-298.6,-298.6
473,-465.9,-465.9,-465.9,-507.7,-507.7,-507.7,-513.7,-513.7,-513.7,-373.6,-373.6,-373.6,-485.3,-485.3,-485.3,-331.1,-331.1,-331.1
474,-368.6,-368.6,-368.6,-514,-514,-514,-530.6,-530.6,-530.6,-467.5,-467.5,-467.5,-556.3,-556.3,-556.3,-350.6,-350.6,-350.6
475,-384.1,-384.1,-384.1,-492.3,-492.3,-492.3,-542.8,-542.8,-542.8,-456.7,-456.7,-456.7,-395.6,-395.6,-395.6,-338.3,-338.3,-338.3
476,-432.6,-432.6,-432.6,-456.6,-456.6,-456.6,-510.2,-510.2,-510.2,-481.5,-481.5,-481.5,-585.9,-585.9,-585.9,-360.6,-360.6,-360.6
477,-425,-425,-425,-517.1,-517.1,-517.1,-501.8,-501.8,-501.8,-392.1,-392.1,-392.1,-528.2,-528.2,-528.2,-319.1,-319.1,-319.1
478,-389.2,-389.2,-389.2,-453.6,-453.6,-453.6,-484.2,-484.2,-484.2,-371.9,-371.9,-371.9,-508.9,-508.9,-508.9,-336,-336,-336
479,-341.3,-341.3,-341.3,-534.8,-534.8,-534.8,-572.3,-572.3,-572.3,-454,-454,-454,-528.8,-528.8,-528.8,-314.8,-314.8,-314.8
480,-417.3,-417.3,-417.3,-558.2,-558.2,-558.2,-554.3,-554.3,-554.3,-408.7,-408.7,-408.7,-524.7,-524.7,-524.7,-321.6,-321.6,-321.6
481,-417.4,-417.4,-417.4,-473.6,-473.6,-473.6,-494.2,-494.2,-494.2,-402.6,-402.6,-402.6,-499.4,-499.4,-499.4,-393.5,-393.5,-393.5
482,-411.2,-411.2,-411.2,-498.4,-498.4,-498.4,-538.2,-538.2,-538.2,-437.8,-437.8,-437.8,-465.8,-465.8,-465.8,-370.2,-370.2,-370.2
483,-432.2,-432.2,-432.2,-538,-538,-538,-513.9,-513.9,-513.9,-474.1,-474.1,-474.1,-556.2,-556.2,-556.2,-378.6,-378.6,-378.6
484,-467.1,-467.1,-467.1,-481.7,-481.7,-481.7,-515.1,-515.1,-515.1,-467.7,-467.7,-467.7,-508.3,-508.3,-508.3,-336.9,-336.9,-336.9
485,-369.2,-369.2,-369.2,-567,-567,-567,-545.4,-545.4,-545.4,-429,-429,-429,-515.8,-515.8,-515.8,-364.7,-364.7,-364.7
486,-416.4,-416.4,-416.4,-538,-538,-538,-533.5,-533.5,-533.5,-352.2,-352.2,-352.2,-491.4,-491.4,-491.4,-327.3,-327.3,-327.3
487,-388.3,-388.3,-388.3,-516.1,-516.1,-516.1,-474.3,-474.3,-474.3,-465.2,-465.2,-465.2,-520.8,-520.8,-520.8,-356.8,-356.8,-356.8
488,-345.8,-345.8,-345.8,-459.7,-459.7,-459.7,-478.6,-478.6,-478.6,-365.8,-365.8,-365.8,-550.1,-550.1,-550.1,-380,-380,-380
489,-407.8,-407.8,-407.8,-583.2,-583.2,-583.2,-520.3,-520.3,-520.3,-406,-406,-406,-576.7,-576.7,-576.7,-306.5,-306.5,-306.5
490,-429.8,-429.8,-429.8,-486.6,-486.6,-486.6,-507.9,-507.9,-507.9,-494.2,-494.2,-494.2,-501.4,-501.4,-501.4,-319.4,-319.4,-319.4
491,-312.6,-312.6,-312.6,-537.6,-537.6,-537.6,-490.4,-490.4,-490.4,-422,-422,-422,-515.8,-515.8,-515.8,-348.7,-348.7,-348.7
492,-421.5,-421.5,-421.5,-544,-544,-544,-527.2,-527.2,-527.2,-481.5,-481.5,-481.5,-596.2,-596.2,-596.2,-371.2,-371.2,-371.2
493,-350.8,-350.8,-350.8,-482.4,-482.4,-482.4,-562,-562,-562,-452.7,-452.7,-452.7,-526.7,-526.7,-526.7,-357.8,-357.8,-357.8
494,-426.4,-426.4,-426.4,-488,-488,-488,-542.8,-542.8,-542.8,-433.1,-433.1,-433.1,-497.3,-497.3,-497.3,-370.9,-370.9,-370.9
495,-407,-407,-407,-537.8,-537.8,-537.8,-521.9,-521.9,-521.9,-350.3,-350.3,-350.3,-519.7,-519.7,-519.7,-319.3,-319.3,-319.3
496,-395.9,-395.9,-395.9,-479.3,-479.3,-479.3,-538,-538,-538,-394.9,-394.9,-394.9,-559.5,-559.5,-559.5,-416.2,-416.2,-416.2
497,-447.3,-447.3,-447.3,-554,-554,-554,-557.2,-557.2,-557.2,-444,-444,-444,-523.7,-523.7,-523.7,-307.6,-307.6,-307.6
498,-316.6,-316.6,-316.6,-519,-519,-519,-518.3,-518.3,-518.3,-380.9,-380.9,-380.9,-523.7,-523.7,-523.7,-380.2,-380.2,-380.2
499,-349.3,-349.3,-349.3,-552.8,-552.8,-552.8,-542.1,-542.1,-542.1,-440.5,-440.5,-440.5,-476.2,-476.2,-476.2,-349,-349,-349
500,-451.6,-451.6,-451.6,-459.2,-459.2,-459.2,-499.5,-499.5,-499.5,-461.3,-461.3,-461.3,-514.8,-514.8,-514.8,-262.1,-262.1,-262.1
501,-365,-365,-365,-555,-555,-555,-558.4,-558.4,-558.4,-369.3,-369.3,-369.3,-559.2,-559.2,-559.2,-313.2,-313.2,-313.2
502,-366.7,-366.7,-366.7,-491,-491,-491,-492.3,-492.3,-492.3,-456.2,-456.2,-456.2,-548.8,-548.8,-548.8,-319.8,-319.8,-319.8
503,-416.4,-416.4,-416.4,-496.9,-496.9,-496.9,-503.5,-503.5,-503.5,-402.9,-402.9,-402.9,-518.6,-518.6,-518.6,-359.7,-359.7,-359.7
504,-401.1,-401.1,-401.1,-487.6,-487.6,-487.6,-494,-494,-494,-464.6,-464.6,-464.6,-533.1,-533.1,-533.1,-287.3,-287.3,-287.3
505,-395.5,-395.5,-395.5,-517.4,-517.4,-517.4,-464.3,-464.3,-464.3,-419.7,-419.7,-419.7,-540.1,-540.1,-540.1,-341.9,-341.9,-341.9
506,-379.2,-379.2,-379.2,-494.2,-494.2,-494.2,-575.2,-575.2,-575.2,-504.8,-504.8,-504.8,-515.2,-515.2,-515.2,-371.1,-371.1,-371.1
507,-383.3,-383.3,-383.3,-528.8,-528.8,-528.8,-468.9,-468.9,-468.9,-482.5,-482.5,-482.5,-565.8,-565.8,-565.8,-387.9,-387.9,-387.9
508,-440.4,-440.4,-440.4,-559.4,-559.4,-559.4,-509.2,-509.2,-509.2,-420.8,-420.8,-420.8,-506.7,-506.7,-506.7,-458.4,-458.4,-458.4
509,-414.7,-414.7,-414.7,-576.9,-576.9,-576.9,-543,-543,-543,-429.6,-429.6,-429.6,-560.2,-560.2,-560.2,-365.5,-365.5,-365.5
510,-403.6,-403.6,-403.6,-516.1,-516.1,-516.1,-537.9,-537.9,-537.9,-450.4,-450.4,-450.4,-521.5,-521.5,-521.5,-321.7,-321.7,-321.7
511,-311.9,-311.9,-311.9,-502.6,-502.6,-502.6,-487.5,-487.5,-487.5,-444.7,-444.7,-444.7,-562.8,-562.8,-562.8,-341.7,-341.7,-341.7
512,-372.5,-372.5,-372.5,-524,-524,-524,-506.3,-506.3,-506.3,-480.6,-480.6,-480.6,-507.5,-507.5,-507.5,-419.5,-419.5,-419.5
513,-394.5,-394.5,-394.5,-435.8,-435.8,-435.8,-475.1,-475.1,-475.1,-471.6,-471.6,-471.6,-414,-414,-414,-292,-292,-292
514,-368.4,-368.4,-368.4,-511.7,-511.7,-511.7,-405.4,-405.4,-405.4,-452.9,-452.9,-452.9,-506.9,-506.9,-506.9,-344.4,-344.4,-344.4
515,-402.5,-402.5,-402.5,-478.2,-478.2,-478.2,-519.9,-519.9,-519.9,-475,-475,-475,-526.6,-526.6,-526.6,-350.9,-350.9,-350.9
516,-514.3,-514.3,-514.3,-509.2,-509.2,-509.2,-574.1,-574.1,-574.1,-438,-438,-438,-496.8,-496.8,-496.8,-387.5,-387.5,-387.5
517,-373.4,-373.4,-373.4,-508,-508,-508,-513.4,-513.4,-513.4,-393.5,-393.5,-393.5,-480.6,-480.6,-480.6,-355,-355,-355
518,-400.4,-400.4,-400.4,-492,-492,-492,-464,-464,-464,-427.6,-427.6,-427.6,-534.1,-534.1,-534.1,-323.1,-323.1,-323.1
519,-412.9,-412.9,-412.9,-479.8,-479.8,-479.8,-480.8,-480.8,-480.8,-419.9,-419.9,-419.9,-460.6,-460.6,-460.6,-341.1,-341.1,-341.1
520,-487.8,-487.8,-487.8,-564.9,-564.9,-564.9,-475,-475,-475,-390.1,-390.1,-390.1,-546.2,-546.2,-546.2,-330.4,-330.4,-330.4
521,-413.3,-413.3,-413.3,-523,-523,-523,-449.2,-449.2,-449.2,-452.4,-452.4,-452.4,-471.1,-471.1,-471.1,-352.8,-352.8,-352.8
522,-370.9,-370.9,-370.9,-458.6,-458.6,-458.6,-503.3,-503.3,-503.3,-423.2,-423.2,-423.2,-573.4,-573.4,-573.4,-304.3,-304.3,-304.3
523,-333.3,-333.3,-333.3,-560.3,-560.3,-560.3,-487.4,-487.4,-487.4,-420.3,-420.3,-420.3,-509.5,-509.5,-509.5,-326.4,-326.4,-326.4
524,-419.8,-419.8,-419.8,-545.5,-545.5,-545.5,-509.6,-509.6,-509.6,-445.9,-445.9,-445.9,-570.1,-570.1,-570.1,-340.2,-340.2,-340.2
525,-386.8,-386.8,-386.8,-415.4,-415.4,-415.4,-556.8,-556.8,-556.8,-448.7,-448.7,-448.7,-523.7,-523.7,-523.7,-369.6,-369.6,-369.6
526,-355.9,-355.9,-355.9,-559.1,-559.1,-559.1,-530.7,-530.7,-530.7,-449.8,-449.8,-449.8,-543.8,-543.8,-543.8,-371.2,-371.2,-371.2
527,-370.7,-370.7,-370.7,-534.2,-534.2,-534.2,-535.7,-535.7,-535.7,-396.4,-396.4,-396.4,-538.5,-538.5,-538.5,-323.1,-323.1,-323.1
528,-375.3,-375.3,-375.3,-533.1,-533.1,-533.1,-562.6,-562.6,-562.6,-482.4,-482.4,-482.4,-567,-567,-567,-371.3,-371.3,-371.3
529,-397.1,-397.1,-397.1,-533.6,-533.6,-533.6,-513.4,-513.4,-513.4,-465.8,-465.8,-465.8,-568.4,-568.4,-568.4,-375.3,-375.3,-375.3
530,-387.4,-387.4,-387.4,-527.7,-527.7,-527.7,-490,-490,-490,-469.9,-469.9,-469.9,-525.3,-525.3,-525.3,-350.6,-350.6,-350.6
531,-381.7,-381.7,-381.7,-531.2,-531.2,-531.2,-476.7,-476.7,-476.7,-345.3,-345.3,-345.3,-526,-526,-526,-368.4,-368.4,-368.4
532,-299.2,-299.2,-299.2,-513.3,-513.3,-513.3,-570.8,-570.8,-570.8,-404,-404,-404,-464.8,-464.8,-464.8,-353.6,-353.6,-353.6
533,-389.3,-389.3,-389.3,-514.3,-514.3,-514.3,-482.5,-482.5,-482.5,-372.3,-372.3,-372.3,-551.2,-551.2,-551.2,-365.2,-365.2,-365.2
534,-422.2,-422.2,-422.2,-541.3,-541.3,-541.3,-495.9,-495.9,-495.9,-466.9,-466.9,-466.9,-541.8,-541.8,-541.8,-352.8,-352.8,-352.8
535,-427.1,-427.1,-427.1,-551.7,-551.7,-551.7,-500.4,-500.4,-500.4,-405.3,-405.3,-405.3,-525.5,-525.5,-525.5,-326.7,-326.7,-326.7
536,-359.1,-359.1,-359.1,-522.3,-522.3,-522.3,-516.2,-516.2,-516.2,-427.5,-427.5,-427.5,-517.3,-517.3,-517.3,-336.3,-336.3,-336.3
537,-362.3,-362.3,-362.3,-497.4,-497.4,-497.4,-451.9,-451.9,-451.9,-420.6,-420.6,-420.6,-598.9,-598.9,-598.9,-320.9,-320.9,-320.9
538,-440.9,-440.9,-440.9,-532.4,-532.4,-532.4,-503.5,-503.5,-503.5,-451,-451,-451,-526.7,-526.7,-526.7,-307.2,-307.2,-307.2
539,-457.3,-457.3,-457.3,-438.3,-438.3,-438.3,-496,-496,-496,-505.6,-505.6,-505.6,-527.6,-527.6,-527.6,-331.3,-331.3,-331.3
540,-388.6,-388.6,-388.6,-505,-505,-505,-495,-495,-495,-491.3,-491.3,-491.3,-534.2,-534.2,-534.2,-293.7,-293.7,-293.7
541,-392.4,-392.4,-392.4,-521.2,-521.2,-521.2,-493,-493,-493,-427.8,-427.8,-427.8,-560.4,-560.4,-560.4,-374.3,-374.3,-374.3
542,-373.8,-373.8,-373.8,-510.5,-510.5,-510.5,-511.7,-511.7,-511.7,-424,-424,-424,-486.9,-486.9,-486.9,-324.7,-324.7,-324.7
543,-394.5,-394.5,-394.5,-523,-523,-523,-504.3,-504.3,-504.3,-384.8,-384.8,-384.8,-536.1,-536.1,-536.1,-319.8,-319.8,-319.8
544,-359.7,-359.7,-359.7,-506.8,-506.8,-506.8,-537.5,-537.5,-537.5,-415.2,-415.2,-415.2,-535,-535,-535,-339.2,-339.2,-339.2
545,-380,-380,-380,-579.3,-579.3,-579.3,-475.5,-475.5,-475.5,-420.7,-420.7,-420.7,-451.8,-451.8,-451.8,-304.8,-304.8,-304.8
546,-385.4,-385.4,-385.4,-559.2,-559.2,-559.2,-495,-495,-495,-517.3,-517.3,-517.3,-537.7,-537.7,-537.7,-357.7,-357.7,-357.7
547,-345.9,-345.9,-345.9,-431.2,-431.2,-431.2,-554,-554,-554,-460.5,-460.5,-460.5,-525.6,-525.6,-525.6,-355.2,-355.2,-355.2
548,-407.3,-407.3,-407.3,-491.7,-491.7,-491.7,-551.2,-551.2,-551.2,-388.4,-388.4,-388.4,-501.7,-501.7,-501.7,-342.1,-342.1,-342.1
549,-405.8,-405.8,-405.8,-561.7,-561.7,-561.7,-470.6,-470.6,-470.6,-412.6,-412.6,-412.6,-520.1,-520.1,-520.1,-370.7,-370.7,-370.7
550,-315.8,-315.8,-315.8,-508.8,-508.8,-508.8,-467.9,-467.9,-467.9,-447,-447,-447,-491.8,-491.8,-491.8,-341.2,-341.2,-341.2
551,-302,-302,-302,-528.2,-528.2,-528.2,-527,-527,-527,-397.3,-397.3,-397.3,-500.5,-500.5,-500.5,-345.3,-345.3,-345.3
552,-306.4,-306.4,-306.4,-479.2,-479.2,-479.2,-507,-507,-507,-418,-418,-418,-482.3,-482.3,-482.3,-269.3,-269.3,-269.3
553,-331.1,-331.1,-331.1,-508.1,-508.1,-508.1,-490.9,-490.9,-490.9,-547.5,-547.5,-547.5,-504.9,-504.9,-504.9,-344.5,-344.5,-344.5
554,-412.1,-412.1,-412.1,-535.8,-535.8,-535.8,-466.6,-466.6,-466.6,-411.8,-411.8,-411.8,-534.6,-534.6,-534.6,-335.4,-335.4,-335.4
555,-357,-357,-357,-431.3,-431.3,-431.3,-466.7,-466.7,-466.7,-398.8,-398.8,-398.8,-540.2,-540.2,-540.2,-319.9,-319.9,-319.9
556,-346,-346,-346,-575.1,-575.1,-575.1,-453,-453,-453,-463.2,-463.2,-463.2,-539.4,-539.4,-539.4,-337.2,-337.2,-337.2
557,-354.3,-354.3,-354.3,-453.4,-453.4,-453.4,-516.7,-516.7,-516.7,-477.4,-477.4,-477.4,-471.2,-471.2,-471.2,-319.4,-319.4,-319.4
558,-408.9,-408.9,-408.9,-514.2,-514.2,-514.2,-548.6,-548.6,-548.6,-395.8,-395.8,-395.8,-540.8,-540.8,-540.8,-318.5,-318.5,-318.5
559,-415.7,-415.7,-415.7,-526.7,-526.7,-526.7,-555,-555,-555,-443.8,-443.8,-443.8,-606.5,-606.5,-606.5,-308.8,-308.8,-308.8
560,-377.9,-377.9,-377.9,-512.3,-512.3,-512.3,-526.3,-526.3,-526.3,-394,-394,-394,-519,-519,-519,-322.4,-322.4,-322.4
561,-357.6,-357.6,-357.6,-554.3,-554.3,-554.3,-523.7,-523.7,-523.7,-412.3,-412.3,-412.3,-529.6,-529.6,-529.6,-339.4,-339.4,-339.4
562,-358.6,-358.6,-358.6,-581.9,-581.9,-581.9,-610,-610,-610,-444,-444,-444,-484.1,-484.1,-484.1,-377.9,-377.9,-377.9
563,-321.1,-321.1,-321.1,-459.8,-459.8,-459.8,-442.8,-442.8,-442.8,-461.7,-461.7,-461.7,-513,-513,-513,-327.7,-327.7,-327.7
